Integration Time,200
Timestamp,2019-03-04 19_36_49.405000
Note,
Temperature,-15.41
CCD C0,535.4879760742188
CCD C1,0.12055999785661697
CCD C2,-1.2115999652451137e-06
CCD C3,-8.375500293311688e-09
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,532.0
Laser Enable,False
Laser Power,100
Laser Temperature,0.00
Pixel Count,1024

Pixel,Wavelength,Wavenumber,2019-03-04 19:36:49 Benzene 1x200ms Spectrum,2019-03-04 19:37:47 BMSB 1x60ms Spectrum,2019-03-04 19:42:13 Toluene 1x500ms Spectrum,2019-03-04 19:42:42 Cyclohexane 1x500ms Spectrum,2019-03-04 19:43:25 Caffeine 1x500ms Spectrum,2019-03-04 19:43:52 AmmoniumNitrate 1x500ms Spectrum,2019-03-04 19:45:29 Isopropanol 1x1s Spectrum,2019-03-04 19:46:51 Acetaminophen 1x500ms Spectrum,2019-03-04 19:47:20 Acetone 1x500ms Spectrum,2019-03-04 19:47:54 Coconut Oil 1x500ms Spectrum,2019-03-04 19:48:54 Methanol 1x1s Spectrum,2019-03-04 19:49:23 Mineral Oil 1x1s Spectrum,2019-03-04 19:50:32 Fructose 1x2s Spectrum,2019-03-04 19:51:30 Sugar 1x1s Spectrum,2019-03-04 19:52:27 Ammonium Chloride 1x2s Spectrum,2019-03-04 19:52:56 Sucrose 1x2s Spectrum,2019-03-04 19:54:30 Glucose Solution 1x5s Spectrum
255,566.01,1129.56,310.30,3495.60,34603.00,689.00,12121.00,283.00,1413.00,36368.00,1421.00,24005.00,1583.00,5156.00,22441.00,39036.00,2495.00,13844.00,1907.00
256,566.13,1133.25,292.20,3423.10,34820.00,676.00,12158.00,283.00,1498.00,36374.00,1413.00,24109.00,1578.00,5206.00,22399.00,39174.00,2457.00,13881.00,1887.00
257,566.25,1136.94,266.50,3366.00,34935.00,666.00,12173.00,290.00,1545.00,36467.00,1418.00,24158.00,1511.00,5262.00,22497.00,39159.00,2443.00,13919.00,1936.00
258,566.37,1140.63,241.20,3345.20,35034.00,643.00,12199.00,281.00,1517.00,36507.00,1444.00,24218.00,1487.00,5354.00,22503.00,39342.00,2460.00,14003.00,1855.00
259,566.49,1144.31,229.70,3337.80,35235.00,660.00,12288.00,279.00,1430.00,36564.00,1422.00,24423.00,1449.00,5447.00,22632.00,39408.00,2465.00,14041.00,1902.00
260,566.60,1148.00,222.20,3341.80,35622.00,651.00,12319.00,277.00,1331.00,36735.00,1460.00,24488.00,1424.00,5633.00,22677.00,39395.00,2432.00,14060.00,1901.00
261,566.72,1151.68,219.90,3356.70,35955.00,650.00,12291.00,291.00,1302.00,36742.00,1450.00,24710.00,1416.00,5802.00,22698.00,39357.00,2381.00,14028.00,1887.00
262,566.84,1155.36,220.90,3411.20,36496.00,651.00,12298.00,302.00,1329.00,36822.00,1445.00,24796.00,1420.00,6067.00,22821.00,39615.00,2396.00,14067.00,1910.00
263,566.96,1159.04,216.60,3467.70,36892.00,655.00,12370.00,284.00,1422.00,36910.00,1477.00,24955.00,1401.00,6273.00,23077.00,39696.00,2404.00,14206.00,1910.00
264,567.08,1162.71,210.60,3501.00,36980.00,662.00,12381.00,285.00,1601.00,37014.00,1487.00,25139.00,1340.00,6504.00,23188.00,39956.00,2388.00,14276.00,1934.00
265,567.20,1166.38,215.80,3509.70,36845.00,691.00,12459.00,296.00,1817.00,37128.00,1511.00,25378.00,1369.00,6833.00,23443.00,39991.00,2373.00,14417.00,1937.00
266,567.31,1170.06,224.80,3471.60,36653.00,702.00,12459.00,288.00,2065.00,37187.00,1524.00,25433.00,1348.00,7050.00,23351.00,40114.00,2347.00,14489.00,1902.00
267,567.43,1173.73,225.20,3409.30,36549.00,707.00,12469.00,289.00,2339.00,37287.00,1568.00,25386.00,1312.00,7123.00,23326.00,40207.00,2339.00,14536.00,1948.00
268,567.55,1177.39,237.50,3371.80,36605.00,702.00,12497.00,286.00,2523.00,37369.00,1580.00,25375.00,1323.00,7184.00,23123.00,40384.00,2351.00,14636.00,1908.00
269,567.67,1181.06,248.60,3346.60,36653.00,742.00,12547.00,294.00,2538.00,37410.00,1591.00,25361.00,1302.00,7201.00,23190.00,40486.00,2356.00,14590.00,1943.00
270,567.79,1184.72,252.80,3344.00,36887.00,731.00,12600.00,278.00,2424.00,37458.00,1638.00,25321.00,1282.00,7055.00,23098.00,40403.00,2342.00,14542.00,1919.00
271,567.90,1188.38,256.00,3350.90,36887.00,797.00,12630.00,279.00,2091.00,37553.00,1671.00,25314.00,1266.00,6878.00,23083.00,40410.00,2326.00,14538.00,1931.00
272,568.02,1192.04,252.50,3348.90,37086.00,856.00,12639.00,279.00,1777.00,37513.00,1705.00,25289.00,1232.00,6716.00,23157.00,40543.00,2373.00,14515.00,1904.00
273,568.14,1195.70,244.30,3355.20,37312.00,941.00,12638.00,286.00,1447.00,37565.00,1781.00,25280.00,1258.00,6500.00,23176.00,40553.00,2314.00,14480.00,1897.00
274,568.26,1199.36,242.80,3371.10,37350.00,1071.00,12712.00,289.00,1226.00,37725.00,1826.00,25152.00,1259.00,6379.00,23252.00,40577.00,2363.00,14468.00,1897.00
275,568.38,1203.01,240.70,3375.90,37534.00,1260.00,12719.00,305.00,1035.00,37677.00,1897.00,25189.00,1234.00,6249.00,23284.00,40631.00,2336.00,14449.00,1891.00
276,568.49,1206.66,234.10,3394.00,37608.00,1650.00,12754.00,312.00,916.00,37777.00,1990.00,25092.00,1242.00,6138.00,23230.00,40684.00,2337.00,14513.00,1848.00
277,568.61,1210.31,236.80,3426.30,37765.00,2170.00,12781.00,306.00,796.00,37815.00,2022.00,25086.00,1225.00,6081.00,23336.00,40762.00,2320.00,14508.00,1829.00
278,568.73,1213.96,245.10,3455.70,37853.00,2145.00,12810.00,279.00,690.00,37921.00,2029.00,25023.00,1229.00,5980.00,23339.00,40769.00,2324.00,14596.00,1830.00
279,568.85,1217.60,259.30,3448.70,38022.00,1853.00,12839.00,304.00,607.00,37967.00,1987.00,25118.00,1257.00,5925.00,23450.00,40883.00,2325.00,14643.00,1809.00
280,568.97,1221.25,257.60,3456.70,38052.00,1728.00,12868.00,317.00,558.00,37944.00,1868.00,25039.00,1197.00,5868.00,23432.00,41008.00,2312.00,14601.00,1767.00
281,569.08,1224.89,238.90,3437.80,38175.00,1741.00,12866.00,292.00,514.00,37991.00,1778.00,25097.00,1201.00,5849.00,23483.00,41038.00,2323.00,14595.00,1790.00
282,569.20,1228.53,232.70,3432.40,38232.00,1652.00,12962.00,307.00,497.00,38066.00,1718.00,25101.00,1224.00,5875.00,23484.00,40987.00,2327.00,14646.00,1735.00
283,569.32,1232.17,228.80,3434.80,38483.00,1471.00,12951.00,296.00,524.00,37986.00,1663.00,25213.00,1194.00,5853.00,23636.00,41099.00,2333.00,14659.00,1758.00
284,569.44,1235.80,230.30,3427.30,38535.00,1403.00,13002.00,313.00,549.00,38089.00,1606.00,25194.00,1215.00,5832.00,23662.00,41179.00,2329.00,14747.00,1737.00
285,569.56,1239.43,224.80,3423.60,38622.00,1498.00,13037.00,300.00,583.00,38211.00,1570.00,25167.00,1179.00,5857.00,23645.00,41266.00,2306.00,14734.00,1735.00
286,569.67,1243.07,225.20,3428.90,38588.00,1715.00,13065.00,300.00,591.00,38121.00,1536.00,25173.00,1185.00,5783.00,23679.00,41251.00,2324.00,14671.00,1712.00
287,569.79,1246.69,224.70,3440.80,38758.00,2122.00,13101.00,317.00,657.00,38236.00,1532.00,25108.00,1221.00,5830.00,23743.00,41264.00,2322.00,14730.00,1688.00
288,569.91,1250.32,221.20,3447.20,38858.00,2694.00,13130.00,311.00,720.00,38257.00,1505.00,25232.00,1175.00,5857.00,23762.00,41225.00,2366.00,14734.00,1687.00
289,570.03,1253.95,226.00,3458.30,38990.00,3457.00,13088.00,292.00,778.00,38179.00,1505.00,25160.00,1196.00,5821.00,23872.00,41260.00,2350.00,14677.00,1670.00
290,570.14,1257.57,225.60,3474.00,39237.00,3626.00,13139.00,294.00,822.00,38426.00,1484.00,25139.00,1177.00,5842.00,23844.00,41347.00,2387.00,14668.00,1652.00
291,570.26,1261.19,226.90,3484.30,39295.00,2886.00,13191.00,314.00,851.00,38271.00,1447.00,25086.00,1209.00,5788.00,23848.00,41448.00,2356.00,14737.00,1671.00
292,570.38,1264.81,226.60,3477.70,39297.00,2089.00,13198.00,287.00,833.00,38341.00,1439.00,25194.00,1183.00,5724.00,23914.00,41570.00,2329.00,14770.00,1674.00
293,570.50,1268.43,229.00,3501.70,39433.00,1575.00,13251.00,319.00,794.00,38523.00,1445.00,25177.00,1210.00,5703.00,23928.00,41530.00,2348.00,14736.00,1654.00
294,570.62,1272.04,229.30,3497.10,39438.00,1298.00,13260.00,324.00,786.00,38603.00,1469.00,25152.00,1170.00,5629.00,23983.00,41591.00,2367.00,14887.00,1671.00
295,570.73,1275.66,227.70,3503.90,39522.00,1096.00,13360.00,317.00,723.00,38582.00,1443.00,25198.00,1211.00,5599.00,23945.00,41716.00,2365.00,14902.00,1650.00
296,570.85,1279.27,231.00,3524.50,39728.00,1009.00,13318.00,306.00,712.00,38645.00,1441.00,25209.00,1209.00,5547.00,23952.00,41790.00,2333.00,14910.00,1645.00
297,570.97,1282.88,235.50,3536.90,39736.00,938.00,13363.00,317.00,661.00,38658.00,1441.00,25215.00,1226.00,5554.00,23941.00,41853.00,2354.00,14960.00,1618.00
298,571.09,1286.48,234.70,3542.00,39862.00,931.00,13485.00,329.00,645.00,38747.00,1422.00,25281.00,1255.00,5545.00,23985.00,41930.00,2337.00,14946.00,1693.00
299,571.20,1290.09,243.20,3560.30,40061.00,1060.00,13432.00,310.00,596.00,38764.00,1437.00,25349.00,1247.00,5532.00,24070.00,41975.00,2352.00,15081.00,1684.00
300,571.32,1293.69,252.60,3567.80,39993.00,1595.00,13443.00,332.00,591.00,38878.00,1427.00,25340.00,1248.00,5479.00,24174.00,42123.00,2403.00,15074.00,1707.00
301,571.44,1297.29,264.50,3583.80,40294.00,2075.00,13572.00,326.00,579.00,38986.00,1422.00,25433.00,1225.00,5481.00,24225.00,42188.00,2373.00,15099.00,1663.00
302,571.56,1300.89,289.70,3591.30,40370.00,1623.00,13542.00,344.00,583.00,38992.00,1428.00,25430.00,1232.00,5509.00,24152.00,42172.00,2383.00,15180.00,1648.00
303,571.67,1304.49,335.90,3586.40,40307.00,1185.00,13559.00,329.00,592.00,39004.00,1434.00,25451.00,1289.00,5462.00,24197.00,42284.00,2356.00,15146.00,1703.00
304,571.79,1308.08,435.90,3599.40,40619.00,1012.00,13589.00,334.00,567.00,39066.00,1416.00,25426.00,1306.00,5482.00,24231.00,42390.00,2354.00,15254.00,1706.00
305,571.91,1311.68,588.00,3605.30,40651.00,972.00,13677.00,319.00,572.00,39151.00,1425.00,25575.00,1295.00,5412.00,24363.00,42373.00,2363.00,15202.00,1743.00
306,572.03,1315.27,786.90,3616.30,40780.00,977.00,13701.00,332.00,558.00,39159.00,1418.00,25568.00,1282.00,5422.00,24486.00,42506.00,2360.00,15166.00,1703.00
307,572.14,1318.86,799.80,3651.80,40868.00,965.00,13745.00,331.00,524.00,39243.00,1453.00,25534.00,1316.00,5414.00,24418.00,42574.00,2391.00,15180.00,1671.00
308,572.26,1322.44,587.30,3653.10,41109.00,988.00,13701.00,329.00,499.00,39413.00,1456.00,25670.00,1327.00,5452.00,24499.00,42641.00,2385.00,15269.00,1684.00
309,572.38,1326.03,427.10,3677.30,41374.00,1075.00,13775.00,344.00,478.00,39490.00,1458.00,25635.00,1356.00,5441.00,24611.00,42764.00,2369.00,15291.00,1705.00
310,572.50,1329.61,343.80,3711.80,41479.00,1122.00,13879.00,337.00,455.00,39531.00,1439.00,25785.00,1384.00,5484.00,24727.00,42888.00,2432.00,15290.00,1684.00
311,572.61,1333.19,318.30,3737.20,41532.00,1165.00,13887.00,338.00,406.00,39740.00,1462.00,25796.00,1365.00,5461.00,24746.00,42973.00,2389.00,15361.00,1730.00
312,572.73,1336.77,313.60,3760.60,41489.00,1183.00,13965.00,319.00,400.00,39841.00,1420.00,25859.00,1368.00,5454.00,24851.00,43028.00,2382.00,15316.00,1688.00
313,572.85,1340.35,288.40,3796.40,41576.00,1122.00,13971.00,344.00,389.00,39848.00,1460.00,25894.00,1348.00,5456.00,24879.00,43144.00,2407.00,15438.00,1677.00
314,572.97,1343.92,278.80,3835.70,41634.00,1070.00,14027.00,343.00,384.00,39824.00,1472.00,25819.00,1369.00,5481.00,24898.00,43079.00,2407.00,15434.00,1701.00
315,573.08,1347.49,271.30,3864.50,41737.00,1006.00,14035.00,343.00,336.00,40000.00,1497.00,25875.00,1366.00,5448.00,24959.00,43258.00,2405.00,15497.00,1698.00
316,573.20,1351.06,274.30,3902.40,41849.00,976.00,14134.00,368.00,338.00,40072.00,1479.00,26028.00,1378.00,5410.00,25080.00,43359.00,2389.00,15585.00,1722.00
317,573.32,1354.63,268.60,3927.40,42026.00,936.00,14124.00,355.00,290.00,40070.00,1481.00,25994.00,1396.00,5420.00,25075.00,43297.00,2424.00,15596.00,1720.00
318,573.43,1358.20,266.10,3952.50,42081.00,942.00,14187.00,350.00,259.00,40124.00,1506.00,25927.00,1367.00,5390.00,25078.00,43376.00,2422.00,15567.00,1726.00
319,573.55,1361.76,272.40,3937.00,42181.00,968.00,14195.00,342.00,241.00,40113.00,1498.00,26036.00,1346.00,5409.00,25096.00,43459.00,2451.00,15632.00,1710.00
320,573.67,1365.33,275.40,3920.70,42196.00,991.00,14281.00,352.00,260.00,40228.00,1530.00,26014.00,1353.00,5366.00,25149.00,43530.00,2474.00,15674.00,1751.00
321,573.79,1368.89,275.60,3886.70,42034.00,957.00,14296.00,350.00,253.00,40248.00,1524.00,26046.00,1358.00,5367.00,25183.00,43577.00,2455.00,15609.00,1715.00
322,573.90,1372.45,275.50,3867.40,42121.00,917.00,14326.00,363.00,216.00,40231.00,1520.00,26005.00,1352.00,5306.00,25173.00,43683.00,2468.00,15672.00,1709.00
323,574.02,1376.00,276.40,3859.30,42153.00,858.00,14386.00,343.00,195.00,40294.00,1502.00,26060.00,1357.00,5314.00,25185.00,43734.00,2437.00,15736.00,1743.00
324,574.14,1379.56,280.30,3870.40,42031.00,818.00,14352.00,359.00,200.00,40211.00,1506.00,26020.00,1398.00,5282.00,25139.00,43702.00,2473.00,15734.00,1744.00
325,574.25,1383.11,279.90,3902.80,42104.00,786.00,14413.00,336.00,177.00,40333.00,1468.00,26007.00,1365.00,5295.00,25119.00,43757.00,2471.00,15806.00,1737.00
326,574.37,1386.66,284.80,3911.50,42166.00,767.00,14379.00,363.00,184.00,40422.00,1472.00,26132.00,1367.00,5280.00,25169.00,43907.00,2459.00,15778.00,1710.00
327,574.49,1390.21,296.60,3900.20,42234.00,790.00,14442.00,361.00,148.00,40473.00,1474.00,26140.00,1369.00,5281.00,25286.00,43883.00,2495.00,15837.00,1737.00
328,574.61,1393.76,317.70,3869.60,42218.00,772.00,14409.00,356.00,176.00,40488.00,1504.00,26149.00,1359.00,5245.00,25255.00,43937.00,2496.00,15895.00,1773.00
329,574.72,1397.30,353.00,3843.50,42229.00,763.00,14458.00,370.00,157.00,40598.00,1477.00,26140.00,1363.00,5191.00,25275.00,43932.00,2479.00,15903.00,1722.00
330,574.84,1400.84,424.10,3825.50,42365.00,778.00,14443.00,364.00,106.00,40492.00,1487.00,26129.00,1363.00,5196.00,25297.00,44008.00,2455.00,15938.00,1705.00
331,574.96,1404.38,486.60,3824.10,42189.00,765.00,14504.00,368.00,135.00,40583.00,1521.00,26177.00,1354.00,5264.00,25378.00,44138.00,2485.00,15926.00,1756.00
332,575.07,1407.92,507.60,3831.30,42207.00,755.00,14547.00,360.00,133.00,40527.00,1507.00,26147.00,1352.00,5249.00,25333.00,44117.00,2468.00,15962.00,1760.00
333,575.19,1411.46,467.70,3848.40,42151.00,760.00,14510.00,344.00,125.00,40593.00,1494.00,26119.00,1339.00,5197.00,25361.00,44060.00,2497.00,15974.00,1771.00
334,575.31,1414.99,416.50,3869.50,42073.00,780.00,14572.00,374.00,157.00,40610.00,1519.00,26159.00,1331.00,5221.00,25380.00,44034.00,2481.00,15943.00,1755.00
335,575.42,1418.52,379.70,3872.20,42039.00,792.00,14531.00,374.00,140.00,40589.00,1513.00,26161.00,1340.00,5198.00,25461.00,44076.00,2515.00,15911.00,1796.00
336,575.54,1422.06,347.30,3871.10,42079.00,828.00,14599.00,364.00,160.00,40628.00,1513.00,26160.00,1296.00,5154.00,25568.00,44180.00,2525.00,16047.00,1769.00
337,575.66,1425.58,315.30,3870.80,42060.00,862.00,14650.00,382.00,129.00,40714.00,1515.00,26165.00,1300.00,5226.00,25452.00,44317.00,2502.00,16042.00,1807.00
338,575.78,1429.11,308.30,3874.40,41956.00,927.00,14635.00,372.00,169.00,40639.00,1492.00,26202.00,1297.00,5223.00,25545.00,44251.00,2495.00,16040.00,1784.00
339,575.89,1432.63,300.30,3885.40,41912.00,898.00,14681.00,393.00,156.00,40579.00,1524.00,26079.00,1274.00,5177.00,25590.00,44252.00,2540.00,16005.00,1796.00
340,576.01,1436.16,300.40,3908.20,41913.00,870.00,14744.00,393.00,152.00,40752.00,1534.00,26098.00,1268.00,5183.00,25576.00,44369.00,2551.00,16150.00,1773.00
341,576.13,1439.68,304.20,3909.20,41764.00,820.00,14732.00,381.00,144.00,40748.00,1513.00,26236.00,1282.00,5179.00,25663.00,44449.00,2542.00,16051.00,1813.00
342,576.24,1443.19,307.20,3921.80,41931.00,813.00,14789.00,380.00,158.00,40843.00,1523.00,26179.00,1257.00,5200.00,25648.00,44439.00,2556.00,16027.00,1820.00
343,576.36,1446.71,314.00,3925.00,41939.00,839.00,14783.00,391.00,160.00,40858.00,1515.00,26208.00,1249.00,5151.00,25728.00,44543.00,2546.00,16161.00,1832.00
344,576.48,1450.23,320.60,3950.80,41877.00,832.00,14879.00,380.00,167.00,40826.00,1528.00,26318.00,1270.00,5190.00,25798.00,44473.00,2561.00,16188.00,1782.00
345,576.59,1453.74,314.50,3964.40,41854.00,839.00,14861.00,398.00,139.00,41010.00,1559.00,26303.00,1287.00,5230.00,25799.00,44595.00,2578.00,16220.00,1827.00
346,576.71,1457.25,298.70,3973.40,41821.00,807.00,14871.00,397.00,174.00,41022.00,1523.00,26345.00,1257.00,5225.00,25834.00,44743.00,2576.00,16303.00,1788.00
347,576.83,1460.76,286.30,4006.30,41825.00,803.00,14948.00,401.00,146.00,41097.00,1566.00,26380.00,1234.00,5171.00,25828.00,44850.00,2611.00,16314.00,1830.00
348,576.94,1464.26,284.00,4088.50,41882.00,779.00,14991.00,382.00,173.00,41097.00,1595.00,26428.00,1255.00,5217.00,25900.00,44888.00,2635.00,16367.00,1828.00
349,577.06,1467.77,283.80,4157.20,41782.00,784.00,14939.00,387.00,154.00,41345.00,1580.00,26451.00,1219.00,5206.00,25889.00,45005.00,2583.00,16351.00,1829.00
350,577.18,1471.27,283.20,4174.10,41886.00,825.00,15031.00,391.00,146.00,41432.00,1570.00,26531.00,1228.00,5245.00,25936.00,44944.00,2591.00,16406.00,1849.00
351,577.29,1474.77,274.80,4139.00,41851.00,826.00,15043.00,414.00,142.00,41461.00,1581.00,26564.00,1274.00,5242.00,26140.00,45088.00,2626.00,16422.00,1837.00
352,577.41,1478.27,276.40,4106.80,41832.00,825.00,15096.00,406.00,141.00,41500.00,1551.00,26582.00,1250.00,5227.00,26022.00,45074.00,2650.00,16524.00,1832.00
353,577.53,1481.76,277.90,4058.80,41802.00,808.00,15163.00,404.00,116.00,41579.00,1570.00,26671.00,1257.00,5247.00,26121.00,45255.00,2611.00,16505.00,1882.00
354,577.64,1485.26,280.40,4058.90,41929.00,847.00,15176.00,418.00,125.00,41716.00,1577.00,26663.00,1261.00,5288.00,26100.00,45293.00,2622.00,16597.00,1877.00
355,577.76,1488.75,286.20,4071.50,41764.00,824.00,15248.00,408.00,110.00,41790.00,1580.00,26721.00,1243.00,5245.00,26262.00,45399.00,2654.00,16593.00,1885.00
356,577.88,1492.24,283.20,4099.60,41703.00,820.00,15271.00,408.00,142.00,41838.00,1576.00,26770.00,1262.00,5279.00,26363.00,45532.00,2683.00,16667.00,1885.00
357,577.99,1495.73,287.30,4110.20,41653.00,843.00,15307.00,406.00,123.00,41819.00,1597.00,26774.00,1241.00,5279.00,26297.00,45640.00,2667.00,16700.00,1863.00
358,578.11,1499.21,286.00,4132.20,41709.00,836.00,15376.00,418.00,118.00,42018.00,1582.00,26876.00,1255.00,5320.00,26402.00,45669.00,2675.00,16737.00,1872.00
359,578.23,1502.70,294.40,4127.40,41728.00,850.00,15404.00,404.00,118.00,42111.00,1572.00,26988.00,1268.00,5291.00,26423.00,45791.00,2703.00,16780.00,1906.00
360,578.34,1506.18,314.60,4102.30,41657.00,926.00,15466.00,419.00,120.00,42071.00,1589.00,26878.00,1270.00,5331.00,26501.00,45847.00,2700.00,16847.00,1906.00
361,578.46,1509.66,345.90,4080.30,41561.00,944.00,15471.00,422.00,112.00,42252.00,1603.00,26956.00,1249.00,5313.00,26552.00,45922.00,2686.00,16850.00,1932.00
362,578.57,1513.14,403.20,4047.90,41511.00,982.00,15588.00,405.00,93.00,42176.00,1585.00,27021.00,1226.00,5336.00,26542.00,46035.00,2726.00,16862.00,1921.00
363,578.69,1516.61,466.00,4054.20,41486.00,1052.00,15569.00,433.00,105.00,42353.00,1629.00,27127.00,1249.00,5314.00,26640.00,46041.00,2718.00,16936.00,1936.00
364,578.81,1520.09,466.50,4060.00,41466.00,1054.00,15623.00,439.00,108.00,42292.00,1612.00,27114.00,1260.00,5355.00,26700.00,46180.00,2766.00,16938.00,1957.00
365,578.92,1523.56,395.40,4054.30,41325.00,1003.00,15632.00,418.00,112.00,42265.00,1612.00,27066.00,1212.00,5350.00,26595.00,46337.00,2738.00,17018.00,1938.00
366,579.04,1527.03,348.90,4067.00,41192.00,985.00,15662.00,419.00,82.00,42335.00,1621.00,27109.00,1232.00,5342.00,26754.00,46388.00,2726.00,17017.00,1921.00
367,579.16,1530.50,324.30,4073.10,41101.00,938.00,15718.00,443.00,69.00,42373.00,1640.00,27086.00,1221.00,5371.00,26791.00,46435.00,2726.00,17034.00,1946.00
368,579.27,1533.96,305.40,4074.40,41056.00,917.00,15691.00,429.00,79.00,42362.00,1657.00,27267.00,1236.00,5367.00,26834.00,46483.00,2749.00,17092.00,1984.00
369,579.39,1537.43,299.30,4061.90,41008.00,906.00,15778.00,437.00,112.00,42466.00,1701.00,27140.00,1240.00,5356.00,26793.00,46512.00,2751.00,17038.00,1944.00
370,579.51,1540.89,295.20,4055.60,40972.00,904.00,15738.00,431.00,102.00,42440.00,1686.00,27254.00,1229.00,5365.00,26886.00,46344.00,2770.00,17131.00,1967.00
371,579.62,1544.35,290.90,4056.20,40858.00,902.00,15837.00,459.00,104.00,42289.00,1687.00,27212.00,1247.00,5386.00,26929.00,46367.00,2806.00,17213.00,1963.00
372,579.74,1547.81,292.30,4056.70,40784.00,890.00,15827.00,434.00,119.00,42434.00,1680.00,27250.00,1215.00,5393.00,26979.00,46523.00,2762.00,17163.00,2001.00
373,579.85,1551.26,292.70,4058.90,40557.00,873.00,15897.00,429.00,114.00,42394.00,1677.00,27254.00,1226.00,5380.00,27019.00,46586.00,2800.00,17234.00,2001.00
374,579.97,1554.72,287.40,4065.60,40407.00,875.00,15968.00,444.00,118.00,42432.00,1638.00,27250.00,1207.00,5386.00,27020.00,46687.00,2794.00,17190.00,2003.00
375,580.09,1558.17,288.90,4065.80,40374.00,851.00,15930.00,433.00,112.00,42446.00,1639.00,27306.00,1231.00,5392.00,26977.00,46692.00,2777.00,17224.00,2009.00
376,580.20,1561.62,289.30,4089.70,40239.00,822.00,15979.00,440.00,143.00,42460.00,1625.00,27258.00,1231.00,5413.00,26994.00,46694.00,2810.00,17314.00,2027.00
377,580.32,1565.06,287.20,4097.30,40110.00,845.00,15968.00,439.00,148.00,42580.00,1625.00,27335.00,1257.00,5397.00,27169.00,46762.00,2823.00,17344.00,2019.00
378,580.43,1568.51,287.50,4119.20,39993.00,856.00,16089.00,452.00,135.00,42518.00,1621.00,27389.00,1221.00,5398.00,27074.00,46730.00,2815.00,17350.00,2016.00
379,580.55,1571.95,291.20,4116.50,39850.00,824.00,16027.00,427.00,129.00,42625.00,1661.00,27343.00,1213.00,5386.00,27197.00,46825.00,2834.00,17331.00,2016.00
380,580.67,1575.40,294.90,4098.90,39630.00,832.00,16090.00,454.00,129.00,42612.00,1640.00,27364.00,1242.00,5424.00,27178.00,46903.00,2830.00,17342.00,2054.00
381,580.78,1578.84,296.20,4092.60,39497.00,825.00,16131.00,455.00,142.00,42674.00,1650.00,27401.00,1229.00,5420.00,27259.00,46973.00,2823.00,17373.00,2043.00
382,580.90,1582.27,294.70,4092.80,39412.00,837.00,16152.00,450.00,150.00,42594.00,1641.00,27317.00,1228.00,5391.00,27237.00,46975.00,2858.00,17436.00,2026.00
383,581.01,1585.71,299.00,4084.00,39241.00,835.00,16110.00,452.00,146.00,42660.00,1649.00,27351.00,1217.00,5359.00,27374.00,47023.00,2867.00,17510.00,2075.00
384,581.13,1589.14,302.00,4103.80,39076.00,860.00,16150.00,450.00,171.00,42667.00,1638.00,27392.00,1230.00,5371.00,27349.00,47003.00,2868.00,17494.00,2062.00
385,581.25,1592.57,303.00,4122.70,38946.00,871.00,16227.00,470.00,158.00,42686.00,1642.00,27438.00,1241.00,5382.00,27495.00,47055.00,2880.00,17511.00,2099.00
386,581.36,1596.00,305.10,4159.30,38780.00,866.00,16207.00,486.00,174.00,42734.00,1629.00,27467.00,1222.00,5399.00,27470.00,47026.00,2840.00,17519.00,2058.00
387,581.48,1599.43,316.80,4205.70,38772.00,864.00,16242.00,452.00,198.00,42766.00,1644.00,27529.00,1196.00,5330.00,27446.00,47195.00,2853.00,17467.00,2062.00
388,581.59,1602.86,325.80,4237.00,38563.00,885.00,16233.00,476.00,211.00,42795.00,1642.00,27490.00,1227.00,5373.00,27449.00,47235.00,2912.00,17532.00,2115.00
389,581.71,1606.28,332.40,4229.50,38398.00,889.00,16308.00,456.00,211.00,42909.00,1671.00,27528.00,1262.00,5393.00,27421.00,47326.00,2897.00,17553.00,2077.00
390,581.83,1609.70,328.30,4198.80,38204.00,925.00,16329.00,465.00,216.00,42755.00,1644.00,27530.00,1239.00,5384.00,27472.00,47347.00,2910.00,17614.00,2091.00
391,581.94,1613.12,332.60,4175.20,37961.00,960.00,16389.00,457.00,211.00,42935.00,1640.00,27592.00,1230.00,5401.00,27533.00,47254.00,2935.00,17640.00,2115.00
392,582.06,1616.54,324.20,4184.30,37944.00,980.00,16429.00,471.00,203.00,42920.00,1654.00,27586.00,1226.00,5374.00,27585.00,47393.00,2894.00,17701.00,2096.00
393,582.17,1619.95,318.50,4206.80,37758.00,1016.00,16469.00,480.00,194.00,43018.00,1684.00,27631.00,1249.00,5351.00,27638.00,47423.00,2948.00,17767.00,2134.00
394,582.29,1623.37,314.30,4251.40,37595.00,1018.00,16462.00,492.00,217.00,42992.00,1660.00,27701.00,1239.00,5361.00,27556.00,47571.00,2933.00,17756.00,2111.00
395,582.40,1626.78,315.50,4279.50,37256.00,1008.00,16477.00,480.00,187.00,43057.00,1644.00,27638.00,1232.00,5403.00,27717.00,47501.00,3024.00,17731.00,2138.00
396,582.52,1630.19,319.90,4326.00,37232.00,989.00,16535.00,490.00,171.00,43183.00,1668.00,27728.00,1223.00,5380.00,27679.00,47670.00,2964.00,17840.00,2138.00
397,582.64,1633.60,319.90,4338.90,37052.00,993.00,16524.00,465.00,146.00,43191.00,1699.00,27770.00,1245.00,5414.00,27774.00,47641.00,2964.00,17783.00,2128.00
