Integration Time,200
Timestamp,2019-03-04 19_36_49.405000
Note,
Temperature,-15.41
CCD C0,535.4879760742188
CCD C1,0.12055999785661697
CCD C2,-1.2115999652451137e-06
CCD C3,-8.375500293311688e-09
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,532.0
Laser Enable,False
Laser Power,100
Laser Temperature,0.00
Pixel Count,1024

Pixel,Wavelength,Wavenumber,2019-03-04 19:36:49 Benzene 1x200ms Spectrum,2019-03-04 19:37:47 BMSB 1x60ms Spectrum,2019-03-04 19:42:13 Toluene 1x500ms Spectrum,2019-03-04 19:42:42 Cyclohexane 1x500ms Spectrum,2019-03-04 19:43:25 Caffeine 1x500ms Spectrum,2019-03-04 19:43:52 AmmoniumNitrate 1x500ms Spectrum,2019-03-04 19:45:29 Isopropanol 1x1s Spectrum,2019-03-04 19:46:51 Acetaminophen 1x500ms Spectrum,2019-03-04 19:47:20 Acetone 1x500ms Spectrum,2019-03-04 19:47:54 Coconut Oil 1x500ms Spectrum,2019-03-04 19:48:54 Methanol 1x1s Spectrum,2019-03-04 19:49:23 Mineral Oil 1x1s Spectrum,2019-03-04 19:50:32 Fructose 1x2s Spectrum,2019-03-04 19:51:30 Sugar 1x1s Spectrum,2019-03-04 19:52:27 Ammonium Chloride 1x2s Spectrum,2019-03-04 19:52:56 Sucrose 1x2s Spectrum,2019-03-04 19:54:30 Glucose Solution 1x5s Spectrum
683,614.60,2526.16,350.10,5025.80,1784.00,3723.00,23321.00,1310.00,2054.00,37886.00,4319.00,26001.00,2652.00,12925.00,30185.00,43413.00,5811.00,20996.00,3573.00
684,614.70,2529.00,343.90,4846.90,1692.00,3085.00,23414.00,1361.00,1910.00,37675.00,4346.00,25126.00,2491.00,10962.00,30210.00,43195.00,5916.00,21043.00,3517.00
685,614.81,2531.83,345.90,4729.90,1608.00,2728.00,23290.00,1456.00,1834.00,37517.00,4300.00,24492.00,2390.00,9503.00,30061.00,43129.00,5989.00,20958.00,3561.00
686,614.92,2534.66,344.60,4650.80,1505.00,2320.00,22956.00,1532.00,1826.00,37378.00,4222.00,24074.00,2286.00,8807.00,29961.00,43007.00,6009.00,21016.00,3572.00
687,615.03,2537.50,341.40,4622.30,1431.00,1991.00,23000.00,1597.00,1766.00,37225.00,4036.00,23828.00,2280.00,8499.00,29997.00,42839.00,6086.00,20894.00,3609.00
688,615.13,2540.32,354.20,4596.90,1371.00,1718.00,23328.00,1606.00,1761.00,37050.00,3844.00,23692.00,2228.00,8311.00,30128.00,42718.00,6166.00,20672.00,3609.00
689,615.24,2543.15,385.40,4575.80,1342.00,1580.00,23713.00,1599.00,1729.00,36997.00,3590.00,23463.00,2176.00,8262.00,30200.00,42538.00,6458.00,20748.00,3575.00
690,615.35,2545.98,438.00,4577.30,1280.00,1456.00,23873.00,1520.00,1677.00,36874.00,3357.00,23205.00,2149.00,8243.00,30214.00,42449.00,6920.00,20704.00,3559.00
691,615.45,2548.80,488.30,4546.10,1291.00,1342.00,23895.00,1416.00,1570.00,36866.00,3157.00,23064.00,2096.00,8217.00,30261.00,42362.00,7557.00,20573.00,3608.00
692,615.56,2551.62,443.50,4497.00,1279.00,1296.00,23850.00,1340.00,1464.00,36851.00,3053.00,23074.00,2077.00,8157.00,30337.00,42157.00,7782.00,20433.00,3645.00
693,615.67,2554.44,374.30,4477.50,1318.00,1236.00,23734.00,1242.00,1313.00,36807.00,2910.00,22817.00,2010.00,8199.00,30305.00,41860.00,7054.00,20279.00,3716.00
694,615.77,2557.26,346.80,4463.90,1420.00,1232.00,23599.00,1215.00,1212.00,36812.00,2813.00,22771.00,1984.00,8205.00,30223.00,41836.00,6126.00,20327.00,3740.00
695,615.88,2560.07,342.70,4466.70,1635.00,1202.00,23542.00,1145.00,1141.00,37029.00,2732.00,22614.00,1940.00,8283.00,30046.00,41802.00,5665.00,20425.00,3837.00
696,615.99,2562.88,344.20,4507.20,1951.00,1182.00,23316.00,1116.00,1103.00,37255.00,2696.00,22598.00,1906.00,8367.00,29803.00,41684.00,5411.00,20418.00,3883.00
697,616.09,2565.69,342.60,4577.90,2699.00,1196.00,23104.00,1088.00,1076.00,37858.00,2679.00,22515.00,1883.00,8522.00,29567.00,41810.00,5320.00,20611.00,3939.00
698,616.20,2568.50,344.60,4727.10,3698.00,1196.00,22856.00,1084.00,1042.00,38876.00,2616.00,22445.00,1838.00,8735.00,29276.00,41789.00,5257.00,20860.00,3962.00
699,616.31,2571.31,345.50,4811.80,3416.00,1194.00,22626.00,1058.00,938.00,40232.00,2595.00,22462.00,1800.00,8936.00,29076.00,41777.00,5239.00,21048.00,4070.00
700,616.41,2574.12,358.30,4766.50,2316.00,1205.00,22631.00,1070.00,915.00,41477.00,2558.00,22451.00,1764.00,9181.00,29029.00,41738.00,5247.00,20930.00,4120.00
701,616.52,2576.92,363.80,4666.40,1681.00,1210.00,22996.00,1050.00,923.00,41430.00,2567.00,22343.00,1758.00,9443.00,28925.00,41724.00,5231.00,21026.00,4146.00
702,616.63,2579.72,373.30,4581.10,1373.00,1261.00,24082.00,1029.00,942.00,39907.00,2576.00,22324.00,1739.00,9669.00,28839.00,41724.00,5219.00,21189.00,4138.00
703,616.73,2582.52,363.60,4553.10,1215.00,1356.00,25610.00,1064.00,947.00,38512.00,2615.00,22275.00,1687.00,9847.00,28865.00,41433.00,5244.00,20925.00,4138.00
704,616.84,2585.32,363.30,4587.50,1109.00,1477.00,25831.00,1007.00,972.00,37403.00,2673.00,22282.00,1676.00,9930.00,28912.00,41248.00,5289.00,20642.00,4068.00
705,616.95,2588.11,352.50,4666.20,1078.00,1701.00,24716.00,1044.00,1042.00,36784.00,2701.00,22164.00,1648.00,10020.00,29116.00,41079.00,5287.00,20670.00,3994.00
706,617.05,2590.91,354.40,4826.10,998.00,1925.00,23491.00,1054.00,1194.00,36463.00,2599.00,22218.00,1633.00,10020.00,29335.00,41299.00,5358.00,20976.00,3981.00
707,617.16,2593.70,349.70,5085.70,976.00,2107.00,22897.00,1057.00,1418.00,36447.00,2525.00,22138.00,1606.00,10027.00,29837.00,41409.00,5352.00,21151.00,3941.00
708,617.26,2596.49,348.50,5586.80,961.00,2092.00,22994.00,1065.00,1686.00,36708.00,2464.00,22202.00,1587.00,10071.00,30170.00,41122.00,5386.00,20932.00,3880.00
709,617.37,2599.27,348.30,6749.90,970.00,1841.00,23572.00,1030.00,1760.00,37187.00,2398.00,22102.00,1546.00,10033.00,30297.00,40902.00,5456.00,20537.00,3869.00
710,617.48,2602.06,343.20,9728.30,1022.00,1617.00,25055.00,1046.00,1551.00,38238.00,2348.00,22092.00,1548.00,10024.00,30162.00,40602.00,5439.00,20378.00,3882.00
711,617.58,2604.84,338.40,12109.10,1111.00,1494.00,28488.00,1039.00,1312.00,40602.00,2308.00,22128.00,1543.00,10054.00,29984.00,40528.00,5468.00,20247.00,3845.00
712,617.69,2607.63,340.50,9975.70,1086.00,1382.00,32877.00,1036.00,1128.00,43793.00,2314.00,22107.00,1540.00,10022.00,29615.00,40507.00,5498.00,20416.00,3848.00
713,617.80,2610.41,338.70,9190.00,1017.00,1340.00,33405.00,1049.00,1025.00,46933.00,2280.00,22217.00,1511.00,10111.00,29475.00,40545.00,5518.00,20448.00,3827.00
714,617.90,2613.18,345.60,11029.90,965.00,1304.00,29828.00,1089.00,1016.00,47533.00,2247.00,22319.00,1494.00,10211.00,29333.00,40404.00,5528.00,20344.00,3814.00
715,618.01,2615.96,344.20,13218.70,926.00,1276.00,26094.00,1060.00,997.00,43689.00,2263.00,22467.00,1475.00,10405.00,29189.00,40141.00,5507.00,20086.00,3771.00
716,618.11,2618.73,352.10,13600.30,963.00,1264.00,23726.00,1068.00,949.00,39114.00,2258.00,22628.00,1474.00,10675.00,28942.00,39956.00,5551.00,19869.00,3707.00
717,618.22,2621.51,352.30,11375.20,978.00,1262.00,22686.00,1116.00,941.00,36704.00,2276.00,22914.00,1448.00,10867.00,28737.00,39802.00,5528.00,19827.00,3690.00
718,618.33,2624.28,349.30,8696.10,950.00,1296.00,22200.00,1124.00,928.00,35692.00,2234.00,23176.00,1421.00,11269.00,28680.00,39738.00,5530.00,19776.00,3590.00
719,618.43,2627.04,349.20,7180.50,877.00,1323.00,22005.00,1173.00,896.00,35178.00,2242.00,23388.00,1454.00,11610.00,28626.00,39582.00,5496.00,19782.00,3577.00
720,618.54,2629.81,346.90,6657.10,840.00,1375.00,22098.00,1248.00,822.00,34967.00,2221.00,23366.00,1435.00,11723.00,28625.00,39409.00,5463.00,19753.00,3527.00
721,618.64,2632.57,342.30,6830.80,786.00,1468.00,22358.00,1343.00,767.00,34793.00,2229.00,23045.00,1433.00,11476.00,28662.00,39421.00,5430.00,19744.00,3501.00
722,618.75,2635.34,346.30,8158.60,765.00,1532.00,23012.00,1433.00,680.00,34690.00,2200.00,22587.00,1424.00,10925.00,28579.00,39269.00,5455.00,19721.00,3511.00
723,618.85,2638.10,338.00,9937.90,746.00,1672.00,24203.00,1528.00,615.00,34874.00,2185.00,22227.00,1410.00,10436.00,28718.00,39214.00,5443.00,19645.00,3487.00
724,618.96,2640.85,335.50,8477.50,739.00,1847.00,25427.00,1579.00,564.00,35353.00,2178.00,21929.00,1427.00,10101.00,28773.00,39060.00,5431.00,19734.00,3501.00
725,619.07,2643.61,340.60,6140.00,732.00,2166.00,25724.00,1511.00,490.00,36817.00,2193.00,21749.00,1384.00,9830.00,29206.00,39114.00,5367.00,19788.00,3546.00
726,619.17,2646.36,342.70,5084.80,732.00,2669.00,24562.00,1366.00,422.00,38687.00,2176.00,21521.00,1419.00,9648.00,29876.00,38971.00,5363.00,19871.00,3552.00
727,619.28,2649.12,344.00,4775.20,712.00,3436.00,22950.00,1272.00,389.00,38747.00,2193.00,21405.00,1391.00,9591.00,30563.00,38932.00,5317.00,19927.00,3620.00
728,619.38,2651.87,340.50,4816.80,710.00,4697.00,22151.00,1162.00,381.00,36959.00,2220.00,21291.00,1382.00,9417.00,31136.00,38910.00,5363.00,19900.00,3612.00
729,619.49,2654.62,340.20,5008.10,712.00,6259.00,21845.00,1114.00,357.00,35343.00,2219.00,21217.00,1376.00,9386.00,32236.00,38759.00,5314.00,19882.00,3681.00
730,619.59,2657.36,342.80,5020.00,691.00,6895.00,21801.00,1101.00,341.00,34702.00,2170.00,21077.00,1375.00,9261.00,33583.00,38791.00,5297.00,19977.00,3727.00
731,619.70,2660.11,338.30,4746.30,704.00,5549.00,22045.00,1103.00,310.00,35193.00,2196.00,21012.00,1357.00,9181.00,33053.00,38791.00,5314.00,20057.00,3706.00
732,619.80,2662.85,346.10,4521.80,716.00,3909.00,22671.00,1080.00,302.00,36051.00,2231.00,21063.00,1346.00,9061.00,31535.00,38700.00,5303.00,19890.00,3664.00
733,619.91,2665.59,345.80,4415.00,727.00,2819.00,23506.00,1084.00,285.00,36006.00,2210.00,20909.00,1350.00,8991.00,31182.00,38463.00,5257.00,19848.00,3597.00
734,620.01,2668.33,346.30,4408.00,762.00,2223.00,23958.00,1071.00,294.00,35301.00,2227.00,20753.00,1363.00,8875.00,31463.00,38423.00,5208.00,19839.00,3598.00
735,620.12,2671.07,358.70,4458.80,765.00,1837.00,24203.00,1078.00,309.00,35447.00,2262.00,20732.00,1356.00,8819.00,31131.00,38381.00,5272.00,20042.00,3541.00
736,620.22,2673.80,357.90,4578.20,784.00,1595.00,24606.00,1052.00,275.00,37086.00,2297.00,20672.00,1344.00,8798.00,30261.00,38567.00,5281.00,20537.00,3541.00
737,620.33,2676.53,357.40,4784.60,752.00,1439.00,24693.00,1027.00,293.00,40363.00,2368.00,20581.00,1367.00,8706.00,29619.00,38841.00,5315.00,20928.00,3531.00
738,620.43,2679.26,373.10,5067.90,762.00,1363.00,24372.00,1061.00,269.00,41768.00,2457.00,20541.00,1373.00,8615.00,29205.00,38764.00,5310.00,20947.00,3552.00
739,620.54,2681.99,373.60,5201.70,786.00,1278.00,23693.00,1056.00,265.00,39237.00,2571.00,20401.00,1378.00,8547.00,28773.00,38332.00,5310.00,20448.00,3536.00
740,620.64,2684.72,375.90,5106.30,828.00,1230.00,23210.00,1075.00,273.00,36632.00,2777.00,20284.00,1369.00,8509.00,28843.00,37999.00,5299.00,19970.00,3495.00
741,620.75,2687.45,390.70,5098.10,947.00,1187.00,22662.00,1064.00,260.00,35429.00,3045.00,20262.00,1394.00,8458.00,28816.00,37530.00,5300.00,19749.00,3486.00
742,620.85,2690.17,404.50,5279.90,1225.00,1137.00,22128.00,1057.00,283.00,34610.00,3151.00,20241.00,1399.00,8408.00,29057.00,37327.00,5329.00,19472.00,3466.00
743,620.96,2692.89,429.60,5765.20,1980.00,1141.00,21625.00,1050.00,314.00,33917.00,2994.00,20070.00,1409.00,8321.00,28887.00,37255.00,5261.00,19397.00,3455.00
744,621.06,2695.61,455.50,6971.40,4585.00,1131.00,21450.00,1086.00,285.00,33344.00,2750.00,20007.00,1393.00,8302.00,28484.00,37280.00,5304.00,19479.00,3470.00
745,621.17,2698.33,460.60,10386.40,8520.00,1103.00,21236.00,1063.00,311.00,32609.00,2538.00,19979.00,1403.00,8295.00,28157.00,37122.00,5335.00,19592.00,3487.00
746,621.27,2701.04,479.60,18179.70,6840.00,1084.00,21029.00,1061.00,315.00,32273.00,2413.00,19920.00,1429.00,8203.00,27885.00,37152.00,5319.00,19595.00,3459.00
747,621.38,2703.76,505.20,21282.60,3199.00,1042.00,20947.00,1057.00,336.00,32002.00,2335.00,19823.00,1418.00,8154.00,27755.00,36903.00,5305.00,19381.00,3460.00
748,621.48,2706.47,550.20,12908.70,1737.00,1057.00,20942.00,1073.00,351.00,31742.00,2285.00,19736.00,1435.00,8142.00,27666.00,36683.00,5283.00,19250.00,3466.00
749,621.59,2709.18,631.40,7691.60,1314.00,1071.00,20982.00,1061.00,397.00,31545.00,2248.00,19746.00,1437.00,8053.00,27681.00,36464.00,5285.00,19066.00,3455.00
750,621.69,2711.88,760.70,7295.20,1190.00,1050.00,20949.00,1042.00,421.00,31390.00,2208.00,19609.00,1427.00,7981.00,27683.00,36210.00,5291.00,18956.00,3393.00
751,621.80,2714.59,975.20,11258.50,1232.00,1065.00,20848.00,1089.00,436.00,31266.00,2174.00,19545.00,1454.00,7947.00,28025.00,36043.00,5312.00,18992.00,3321.00
752,621.90,2717.29,1345.90,21078.90,1496.00,1051.00,20833.00,1067.00,486.00,31102.00,2113.00,19390.00,1491.00,7970.00,28484.00,35835.00,5294.00,18914.00,3373.00
753,622.01,2719.99,1912.40,30683.60,1851.00,1069.00,20662.00,1057.00,577.00,31205.00,2162.00,19374.00,1519.00,7979.00,29339.00,35909.00,5323.00,19009.00,3400.00
754,622.11,2722.69,2347.40,35373.60,2007.00,1078.00,20569.00,1061.00,719.00,31544.00,2124.00,19356.00,1559.00,7989.00,30198.00,35871.00,5308.00,19034.00,3381.00
755,622.22,2725.39,2174.10,23720.30,1629.00,1114.00,20420.00,1071.00,919.00,32841.00,2101.00,19273.00,1575.00,8024.00,29950.00,35911.00,5310.00,19340.00,3414.00
756,622.32,2728.09,1596.60,11704.90,1313.00,1154.00,20412.00,1052.00,1208.00,35998.00,2098.00,19322.00,1597.00,8055.00,28955.00,35989.00,5298.00,19422.00,3514.00
757,622.42,2730.78,1100.50,7344.50,1268.00,1303.00,20409.00,1079.00,1458.00,36602.00,2098.00,19294.00,1699.00,8083.00,28167.00,35875.00,5338.00,19510.00,3567.00
758,622.53,2733.47,819.90,6288.10,1481.00,1678.00,20325.00,1060.00,1509.00,33029.00,2082.00,19223.00,1735.00,8142.00,27725.00,36023.00,5335.00,19812.00,3645.00
759,622.63,2736.16,677.50,5765.30,1851.00,2542.00,20294.00,1080.00,1396.00,31127.00,2104.00,19165.00,1749.00,8144.00,27581.00,35913.00,5301.00,19782.00,3732.00
760,622.74,2738.85,604.80,5034.80,2121.00,2570.00,20301.00,1074.00,1236.00,30510.00,2066.00,19085.00,1792.00,8195.00,27656.00,35491.00,5336.00,19368.00,3791.00
761,622.84,2741.54,560.50,4583.80,1836.00,1809.00,20288.00,1074.00,1179.00,30329.00,2071.00,19069.00,1770.00,8128.00,27803.00,35150.00,5352.00,19040.00,3801.00
762,622.95,2744.22,534.90,4367.60,1281.00,1407.00,20317.00,1084.00,1182.00,30130.00,2073.00,19053.00,1757.00,8111.00,28361.00,35001.00,5357.00,18941.00,3829.00
763,623.05,2746.90,510.60,4241.20,942.00,1261.00,20416.00,1088.00,1315.00,30093.00,2106.00,18979.00,1752.00,8022.00,28948.00,34943.00,5356.00,18949.00,3981.00
764,623.15,2749.58,479.40,4198.70,782.00,1213.00,20434.00,1104.00,1628.00,29967.00,2075.00,18905.00,1732.00,7854.00,29139.00,35140.00,5399.00,19214.00,4114.00
765,623.26,2752.26,445.40,4149.80,691.00,1156.00,20457.00,1061.00,2077.00,29950.00,2079.00,18865.00,1789.00,7814.00,28873.00,35381.00,5354.00,19588.00,4378.00
766,623.36,2754.94,427.20,4137.20,632.00,1119.00,20445.00,1060.00,2471.00,29787.00,2072.00,18827.00,1827.00,7638.00,28339.00,35613.00,5447.00,20065.00,4638.00
767,623.47,2757.61,404.90,4142.10,600.00,1107.00,20464.00,1069.00,2554.00,29879.00,2054.00,19085.00,1914.00,7549.00,27798.00,36112.00,5441.00,20817.00,4857.00
768,623.57,2760.29,389.30,4136.00,561.00,1084.00,20344.00,1088.00,2295.00,29902.00,2092.00,19231.00,1967.00,7393.00,27280.00,36409.00,5450.00,21395.00,4941.00
769,623.67,2762.96,384.30,4139.90,547.00,1088.00,20235.00,1107.00,2016.00,29817.00,2130.00,19435.00,2018.00,7269.00,27082.00,36176.00,5473.00,21187.00,4904.00
770,623.78,2765.63,385.40,4178.80,530.00,1107.00,20226.00,1111.00,1882.00,29687.00,2088.00,19481.00,2068.00,7269.00,26995.00,35664.00,5515.00,20714.00,4786.00
771,623.88,2768.29,377.50,4288.00,529.00,1134.00,20080.00,1115.00,1869.00,29655.00,2130.00,19294.00,2109.00,7248.00,26808.00,35269.00,5481.00,20247.00,4602.00
772,623.98,2770.96,369.30,4597.60,514.00,1120.00,20086.00,1113.00,1830.00,29788.00,2100.00,19083.00,2156.00,7200.00,26708.00,34733.00,5460.00,19643.00,4423.00
773,624.09,2773.62,367.80,5479.60,503.00,1133.00,20023.00,1086.00,1690.00,30079.00,2144.00,18916.00,2155.00,7171.00,26709.00,34645.00,5515.00,19558.00,4229.00
774,624.19,2776.28,366.50,6478.50,524.00,1122.00,19930.00,1114.00,1443.00,30105.00,2145.00,18650.00,2084.00,7231.00,26624.00,34419.00,5551.00,19514.00,4132.00
775,624.30,2778.94,361.40,5829.30,499.00,1116.00,19860.00,1118.00,1177.00,29568.00,2124.00,18601.00,2020.00,7249.00,26840.00,34303.00,5523.00,19357.00,4023.00
776,624.40,2781.60,372.30,4722.10,511.00,1143.00,19934.00,1145.00,946.00,29152.00,2162.00,18498.00,1976.00,7303.00,27148.00,34069.00,5491.00,19216.00,3871.00
777,624.50,2784.25,379.60,4231.60,502.00,1114.00,20028.00,1120.00,748.00,28858.00,2168.00,18621.00,1898.00,7419.00,27835.00,33993.00,5520.00,19278.00,3852.00
778,624.61,2786.90,381.30,4052.40,542.00,1118.00,20209.00,1137.00,626.00,28636.00,2172.00,18677.00,1866.00,7506.00,29190.00,34045.00,5542.00,19467.00,3839.00
779,624.71,2789.56,380.40,3974.50,587.00,1137.00,20480.00,1162.00,525.00,28531.00,2215.00,18779.00,1844.00,7695.00,30550.00,33758.00,5554.00,19394.00,3909.00
780,624.81,2792.20,390.50,3953.00,596.00,1164.00,20769.00,1170.00,472.00,28405.00,2250.00,18973.00,1834.00,7766.00,31213.00,33701.00,5555.00,19271.00,4032.00
781,624.92,2794.85,387.60,3953.90,559.00,1160.00,21042.00,1179.00,401.00,28271.00,2378.00,18863.00,1817.00,7765.00,30539.00,33549.00,5569.00,19072.00,4121.00
782,625.02,2797.50,391.90,3977.70,566.00,1196.00,21213.00,1222.00,372.00,28141.00,2542.00,18869.00,1810.00,7790.00,28827.00,33268.00,5557.00,18985.00,4232.00
783,625.12,2800.14,382.60,4092.80,505.00,1225.00,21325.00,1232.00,312.00,28046.00,2812.00,18734.00,1878.00,7791.00,27708.00,33136.00,5539.00,18910.00,4251.00
784,625.23,2802.78,386.80,4252.70,534.00,1291.00,21117.00,1259.00,298.00,27998.00,2945.00,18707.00,1929.00,7839.00,27757.00,32949.00,5526.00,18783.00,4372.00
785,625.33,2805.42,383.00,4366.30,530.00,1318.00,20600.00,1357.00,268.00,27941.00,2823.00,18586.00,2071.00,7850.00,28203.00,32800.00,5540.00,18747.00,4397.00
786,625.43,2808.06,381.50,4451.50,533.00,1426.00,20118.00,1514.00,275.00,27881.00,2592.00,18482.00,2210.00,7747.00,28393.00,32782.00,5557.00,18840.00,4344.00
787,625.54,2810.69,381.90,4688.40,586.00,1553.00,19762.00,1989.00,266.00,27891.00,2433.00,18244.00,2572.00,7562.00,28147.00,32856.00,5556.00,19052.00,4224.00
788,625.64,2813.33,398.50,5308.30,593.00,1706.00,19668.00,3113.00,243.00,27842.00,2285.00,18173.00,3159.00,7379.00,28336.00,32929.00,5559.00,19159.00,4099.00
789,625.74,2815.96,408.40,5616.00,687.00,1902.00,19510.00,6624.00,251.00,27791.00,2198.00,18035.00,4135.00,7307.00,28812.00,33035.00,5584.00,19412.00,4028.00
790,625.84,2818.59,419.30,5040.60,847.00,2234.00,19468.00,13663.00,250.00,27721.00,2166.00,18030.00,5551.00,7171.00,28551.00,33194.00,5565.00,19719.00,4018.00
791,625.95,2821.22,434.10,4415.20,1164.00,2789.00,19438.00,13471.00,216.00,27804.00,2160.00,17940.00,7026.00,7087.00,27603.00,33559.00,5547.00,20285.00,4048.00
792,626.05,2823.84,443.60,4152.90,2246.00,3727.00,19541.00,6415.00,203.00,27803.00,2153.00,17994.00,7944.00,7066.00,27165.00,33682.00,5547.00,20345.00,4002.00
793,626.15,2826.47,462.50,3950.30,6115.00,5247.00,19674.00,2812.00,228.00,27805.00,2108.00,17865.00,8025.00,7027.00,26855.00,32966.00,5554.00,19588.00,3962.00
794,626.26,2829.09,474.70,3808.10,8843.00,6705.00,19888.00,1781.00,217.00,27711.00,2141.00,17902.00,7436.00,6939.00,26519.00,32443.00,5530.00,18903.00,3951.00
795,626.36,2831.71,508.50,3728.20,4522.00,6538.00,20313.00,1507.00,201.00,27730.00,2135.00,17765.00,6394.00,6804.00,26292.00,32076.00,5587.00,18607.00,3935.00
796,626.46,2834.33,544.90,3698.90,1940.00,4955.00,20490.00,1371.00,227.00,27697.00,2130.00,17686.00,5168.00,6677.00,26020.00,32063.00,5567.00,18603.00,3953.00
797,626.56,2836.94,601.70,3671.70,1546.00,3510.00,20203.00,1249.00,235.00,27752.00,2085.00,17552.00,4067.00,6565.00,25921.00,32131.00,5547.00,18903.00,3934.00
798,626.67,2839.56,699.10,3665.30,2128.00,2578.00,19689.00,1193.00,220.00,27622.00,2128.00,17521.00,3299.00,6447.00,25851.00,32185.00,5522.00,19094.00,3886.00
799,626.77,2842.17,959.40,3657.00,4989.00,2037.00,19342.00,1176.00,239.00,27457.00,2071.00,17386.00,2761.00,6394.00,25645.00,31989.00,5530.00,18895.00,3806.00
800,626.87,2844.78,1598.90,3656.80,16267.00,1741.00,19156.00,1153.00,231.00,27134.00,2077.00,17317.00,2337.00,6295.00,25644.00,31641.00,5518.00,18659.00,3696.00
801,626.97,2847.39,3039.40,3657.00,29579.00,1527.00,19004.00,1145.00,249.00,26973.00,2088.00,17207.00,2037.00,6196.00,25625.00,31307.00,5538.00,18377.00,3582.00
802,627.08,2849.99,7447.70,3696.40,16326.00,1411.00,18962.00,1168.00,269.00,26836.00,2090.00,17128.00,1790.00,6147.00,25616.00,31081.00,5515.00,18199.00,3539.00
803,627.18,2852.60,19701.10,3776.90,5042.00,1293.00,18814.00,1120.00,290.00,26601.00,2072.00,17020.00,1640.00,6137.00,25458.00,30994.00,5466.00,18157.00,3562.00
804,627.28,2855.20,29807.90,3930.20,2498.00,1264.00,18811.00,1156.00,307.00,26478.00,2071.00,16913.00,1532.00,6077.00,25483.00,30838.00,5445.00,18162.00,3520.00
805,627.38,2857.80,15373.20,4010.70,1606.00,1219.00,18730.00,1132.00,315.00,26321.00,2092.00,16861.00,1456.00,6012.00,25766.00,30544.00,5449.00,17942.00,3481.00
806,627.49,2860.40,5970.90,4299.90,1059.00,1148.00,18770.00,1116.00,349.00,26206.00,2092.00,16790.00,1397.00,6014.00,26394.00,30445.00,5465.00,17860.00,3461.00
807,627.59,2863.00,3381.50,5360.50,835.00,1103.00,18793.00,1122.00,414.00,26206.00,2077.00,16652.00,1380.00,6016.00,27525.00,30258.00,5466.00,17722.00,3425.00
808,627.69,2865.59,1902.80,5986.10,771.00,1088.00,18766.00,1112.00,454.00,26286.00,2081.00,16552.00,1340.00,6058.00,27842.00,30096.00,5460.00,17724.00,3379.00
809,627.79,2868.19,1068.80,5357.00,706.00,1067.00,18644.00,1097.00,539.00,26570.00,2050.00,16609.00,1323.00,6037.00,26812.00,30006.00,5462.00,17635.00,3421.00
810,627.90,2870.78,725.70,5474.10,716.00,1063.00,18567.00,1116.00,655.00,26878.00,2076.00,16508.00,1317.00,6033.00,25627.00,29860.00,5433.00,17581.00,3428.00
811,628.00,2873.37,575.10,4970.70,633.00,1078.00,18434.00,1116.00,867.00,26414.00,2059.00,16463.00,1288.00,6015.00,25145.00,29671.00,5471.00,17580.00,3439.00
812,628.10,2875.95,503.40,4088.50,546.00,1063.00,18400.00,1116.00,1350.00,25919.00,2050.00,16362.00,1247.00,5982.00,25008.00,29610.00,5445.00,17562.00,3355.00
813,628.20,2878.54,456.90,3899.40,505.00,1023.00,18359.00,1095.00,2090.00,25558.00,2073.00,16412.00,1238.00,5950.00,24835.00,29500.00,5423.00,17560.00,3451.00
814,628.30,2881.12,434.20,4345.30,469.00,1025.00,18193.00,1090.00,2728.00,25479.00,2056.00,16378.00,1253.00,6010.00,24837.00,29409.00,5473.00,17682.00,3423.00
815,628.41,2883.70,413.50,5006.90,431.00,1020.00,18220.00,1094.00,2747.00,25437.00,2046.00,16376.00,1222.00,6006.00,24750.00,29502.00,5503.00,17794.00,3465.00
816,628.51,2886.28,400.90,4640.60,429.00,1020.00,18212.00,1103.00,2365.00,25422.00,2064.00,16243.00,1232.00,5931.00,24706.00,29635.00,5450.00,18048.00,3442.00
817,628.61,2888.86,387.40,3961.70,412.00,1022.00,18237.00,1090.00,1967.00,25263.00,2079.00,16317.00,1213.00,5951.00,24703.00,29682.00,5437.00,18249.00,3467.00
818,628.71,2891.44,385.10,3636.30,406.00,1033.00,18275.00,1086.00,1821.00,25113.00,2107.00,16361.00,1188.00,5909.00,24771.00,29578.00,5489.00,18035.00,3489.00
819,628.81,2894.01,379.40,3500.60,410.00,1022.00,18565.00,1086.00,1713.00,25198.00,2134.00,16353.00,1190.00,5944.00,25066.00,29300.00,5494.00,17855.00,3552.00
820,628.91,2896.58,375.80,3446.20,393.00,1048.00,18854.00,1128.00,1403.00,25116.00,2101.00,16328.00,1194.00,5904.00,25518.00,29174.00,5473.00,17816.00,3639.00
821,629.02,2899.15,365.50,3425.80,419.00,1046.00,19172.00,1122.00,1091.00,24879.00,2122.00,16283.00,1190.00,5906.00,26379.00,29319.00,5489.00,18077.00,3732.00
822,629.12,2901.72,362.90,3394.00,414.00,1046.00,18784.00,1098.00,864.00,24874.00,2132.00,16323.00,1181.00,5937.00,26485.00,29501.00,5469.00,18398.00,3826.00
823,629.22,2904.28,365.30,3385.30,412.00,1039.00,18320.00,1096.00,760.00,24699.00,2183.00,16298.00,1188.00,5953.00,25617.00,29452.00,5498.00,18485.00,3884.00
