Integration Time,60
Timestamp,2019-03-05 16_44_57.477000
Note,
Temperature,-15.38
CCD C0,536.9515991210938
CCD C1,0.12007000297307968
CCD C2,-1.7113000012614066e-06
CCD C3,-8.254399830320835e-09
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,532.0
Laser Enable,False
Laser Power,100
Laser Temperature,0.00
Pixel Count,1024

Pixel,Wavelength,Wavenumber,Dark,Reference,2019-03-05 16:44:57 BMSB 10x60ms Spectrum,2019-03-05 16:44:57 BMSB 10x60ms Raw,2019-03-05 16:45:22 Benzene 10x100ms Spectrum,2019-03-05 16:45:22 Benzene 10x100ms Raw,2019-03-05 16:45:44 Toluene 10x100ms Spectrum,2019-03-05 16:45:44 Toluene 10x100ms Raw,2019-03-05 16:46:01 Cyclohexane 10x100ms Spectrum,2019-03-05 16:46:01 Cyclohexane 10x100ms Raw,2019-03-05 16:47:22 Ammonium NItrate 10x200ms Spectrum,2019-03-05 16:47:22 Ammonium NItrate 10x200ms Raw,2019-03-05 16:47:49 Acetaminophen 10x200ms Spectrum,2019-03-05 16:47:49 Acetaminophen 10x200ms Raw,2019-03-05 16:48:07 Acetone 10x200ms Spectrum,2019-03-05 16:48:07 Acetone 10x200ms Raw,2019-03-05 16:48:34 Coconut Oil 10x200ms Spectrum,2019-03-05 16:48:34 Coconut Oil 10x200ms Raw,2019-03-05 16:49:11 Caffeine 10x200ms Spectrum,2019-03-05 16:49:11 Caffeine 10x200ms Raw,2019-03-05 16:49:56 Methanol 10x200ms Spectrum,2019-03-05 16:49:56 Methanol 10x200ms Raw,2019-03-05 16:50:18 Isopropanol 10x200ms Spectrum,2019-03-05 16:50:18 Isopropanol 10x200ms Raw,2019-03-05 16:50:40 Mineral Oil 10x200ms Spectrum,2019-03-05 16:50:40 Mineral Oil 10x200ms Raw,2019-03-05 16:51:07 Sugar 10x200ms Spectrum,2019-03-05 16:51:07 Sugar 10x200ms Raw,2019-03-05 16:52:09 Fructose 10x500ms Spectrum,2019-03-05 16:52:09 Fructose 10x500ms Raw,2019-03-05 16:52:40 Ammonium Chloride 10x500ms Spectrum,2019-03-05 16:52:40 Ammonium Chloride 10x500ms Raw,2019-03-05 16:53:12 Sucrose 10x500ms Spectrum,2019-03-05 16:53:12 Sucrose 10x500ms Raw,2019-03-05 16:54:26 Glucose 100g/L 10x1s Spectrum,2019-03-05 16:54:26 Glucose 100g/L 10x1s Raw
504,595.98,2017.78,629.90,,14094.90,,392.70,,11964.90,,1011.60,,437.70,,41706.60,,1565.50,,31139.60,,31521.60,,458.90,,-427.50,,3866.50,,29775.80,,23671.50,,2707.30,,14235.90,,1175.60,
505,596.09,2020.93,629.00,,14055.80,,394.50,,11794.20,,1021.10,,440.10,,41652.80,,1565.60,,31127.90,,31537.00,,453.80,,-423.70,,3875.10,,29746.00,,23653.70,,2757.70,,14214.10,,1159.10,
506,596.20,2024.08,632.60,,14031.40,,397.30,,11604.90,,1024.70,,445.30,,41635.10,,1569.60,,31058.20,,31530.40,,457.90,,-429.90,,3874.70,,29707.20,,23630.70,,2823.50,,14227.10,,1167.90,
507,596.31,2027.23,628.90,,13999.90,,400.90,,11473.60,,1036.20,,441.90,,41603.60,,1565.20,,31061.20,,31572.70,,456.80,,-434.50,,3854.20,,29686.50,,23657.80,,2878.40,,14237.00,,1158.80,
508,596.42,2030.38,625.20,,14026.20,,410.30,,11296.50,,1043.90,,451.20,,41527.30,,1573.90,,31037.10,,31556.40,,455.60,,-440.90,,3858.30,,29665.70,,23611.30,,2935.00,,14210.30,,1170.60,
509,596.54,2033.53,629.40,,14093.30,,407.60,,11152.40,,1033.90,,460.10,,41498.70,,1573.00,,31039.00,,31581.60,,457.50,,-434.60,,3877.30,,29679.40,,23569.00,,3015.80,,14209.30,,1168.80,
510,596.65,2036.67,629.50,,14093.70,,413.50,,10994.70,,1023.70,,463.70,,41444.90,,1570.70,,31006.60,,31616.50,,463.50,,-431.10,,3871.20,,29661.60,,23601.00,,3076.40,,14202.40,,1164.20,
511,596.76,2039.81,630.40,,14056.30,,410.80,,10843.70,,1021.10,,458.30,,41435.30,,1572.40,,30960.30,,31613.80,,470.40,,-432.60,,3862.90,,29640.50,,23589.90,,3135.80,,14205.70,,1163.90,
512,596.87,2042.95,632.70,,14029.90,,400.40,,10679.30,,1014.90,,460.30,,41447.70,,1566.40,,30966.30,,31662.00,,463.60,,-438.20,,3880.40,,29664.00,,23606.50,,3198.40,,14202.00,,1167.30,
513,596.98,2046.09,629.10,,14031.50,,409.40,,10561.60,,1020.20,,463.40,,41486.00,,1580.30,,30948.60,,31690.60,,455.30,,-443.20,,3885.10,,29651.70,,23606.80,,3259.50,,14220.50,,1160.70,
514,597.09,2049.23,629.50,,14062.50,,408.70,,10407.10,,1012.50,,472.80,,41500.50,,1582.90,,30955.00,,31717.30,,453.90,,-447.80,,3884.00,,29658.00,,23635.30,,3328.30,,14259.10,,1174.00,
515,597.21,2052.36,628.40,,14123.40,,422.20,,10270.80,,1020.50,,475.80,,41520.90,,1585.60,,30976.40,,31782.70,,450.20,,-449.80,,3892.90,,29680.20,,23621.50,,3406.30,,14274.00,,1166.60,
516,597.32,2055.49,632.70,,14107.70,,431.10,,10126.90,,1014.40,,477.70,,41542.10,,1592.00,,31007.30,,31792.40,,455.60,,-454.60,,3897.10,,29683.30,,23620.90,,3452.40,,14244.80,,1170.50,
517,597.43,2058.62,630.80,,14065.90,,457.50,,10001.20,,1016.70,,481.60,,41514.70,,1593.50,,30989.00,,31863.70,,448.80,,-455.40,,3902.70,,29694.90,,23616.70,,3495.80,,14263.80,,1167.20,
518,597.54,2061.75,632.00,,14021.30,,438.80,,9856.90,,1016.90,,485.40,,41530.80,,1592.90,,31012.20,,31901.80,,441.90,,-455.80,,3902.80,,29726.60,,23666.60,,3567.30,,14297.60,,1162.90,
519,597.65,2064.88,630.00,,14006.70,,422.10,,9725.30,,1026.20,,486.80,,41513.20,,1598.80,,30993.60,,31937.50,,453.70,,-453.30,,3918.30,,29732.40,,23665.90,,3589.50,,14303.50,,1154.60,
520,597.76,2068.00,631.10,,13966.90,,411.30,,9603.40,,1022.80,,490.50,,41484.20,,1594.90,,31008.50,,31993.00,,451.40,,-454.90,,3925.20,,29752.70,,23662.70,,3612.70,,14300.00,,1169.40,
521,597.88,2071.12,629.90,,13968.00,,412.40,,9472.90,,1030.00,,500.40,,41499.60,,1611.80,,31042.30,,32068.80,,452.90,,-454.30,,3947.40,,29790.30,,23712.50,,3649.80,,14321.20,,1160.60,
522,597.99,2074.24,634.20,,13958.20,,405.80,,9338.40,,1028.50,,495.30,,41501.40,,1616.60,,31046.40,,32090.90,,436.50,,-461.40,,3944.60,,29825.10,,23720.60,,3654.90,,14327.90,,1159.10,
523,598.10,2077.36,632.20,,13963.30,,413.30,,9191.50,,1031.00,,490.70,,41487.30,,1615.80,,31042.20,,32154.60,,436.60,,-465.30,,3942.60,,29797.50,,23735.20,,3670.30,,14337.90,,1153.70,
524,598.21,2080.48,631.10,,13945.40,,414.70,,9084.30,,1038.30,,497.80,,41494.80,,1617.20,,31085.90,,32187.40,,440.50,,-461.30,,3960.30,,29842.30,,23771.90,,3682.80,,14355.40,,1162.80,
525,598.32,2083.59,630.40,,13942.90,,426.70,,8970.20,,1038.60,,500.30,,41497.00,,1613.10,,31063.20,,32233.60,,439.70,,-457.90,,3963.30,,29854.40,,23789.30,,3658.50,,14369.30,,1144.80,
526,598.43,2086.70,635.30,,13940.10,,430.90,,8848.60,,1038.10,,497.80,,41511.40,,1619.80,,31084.80,,32276.20,,433.40,,-464.60,,3965.80,,29840.40,,23776.10,,3629.30,,14364.40,,1148.60,
527,598.55,2089.81,632.00,,13918.50,,445.30,,8721.40,,1052.10,,506.80,,41530.60,,1641.70,,31097.30,,32339.80,,438.70,,-460.60,,3992.10,,29860.40,,23812.20,,3586.30,,14384.80,,1171.30,
528,598.66,2092.92,632.20,,13957.00,,457.80,,8592.30,,1051.30,,495.50,,41512.70,,1635.10,,31073.90,,32366.90,,443.70,,-452.60,,3989.60,,29882.40,,23838.10,,3545.90,,14402.90,,1161.40,
529,598.77,2096.03,632.80,,13977.60,,456.30,,8455.60,,1059.90,,504.50,,41491.10,,1643.00,,31045.30,,32370.10,,442.90,,-456.70,,4003.60,,29844.10,,23797.30,,3496.60,,14402.70,,1148.70,
530,598.88,2099.13,633.50,,13988.20,,456.00,,8317.70,,1070.00,,507.50,,41491.60,,1654.40,,31070.00,,32417.40,,436.80,,-455.30,,3998.90,,29857.90,,23802.60,,3438.20,,14409.40,,1155.80,
531,598.99,2102.23,634.60,,14012.60,,437.10,,8198.60,,1080.10,,509.00,,41459.90,,1657.80,,31011.60,,32415.80,,431.90,,-461.30,,3990.60,,29814.30,,23806.70,,3368.60,,14408.00,,1160.30,
532,599.10,2105.33,634.60,,14022.80,,428.20,,8067.20,,1086.40,,501.50,,41414.30,,1647.30,,31013.20,,32459.60,,437.60,,-455.00,,4016.00,,29865.10,,23813.30,,3298.80,,14410.60,,1159.50,
533,599.21,2108.43,635.40,,14060.90,,420.50,,7957.80,,1085.60,,509.70,,41405.10,,1654.40,,30982.70,,32483.70,,429.00,,-452.30,,4008.30,,29804.40,,23799.00,,3248.20,,14391.30,,1154.50,
534,599.32,2111.53,629.50,,14059.40,,422.20,,7849.30,,1087.90,,502.20,,41350.70,,1660.10,,30931.10,,32467.80,,440.00,,-454.50,,4013.40,,29770.10,,23781.50,,3181.70,,14392.10,,1153.50,
535,599.44,2114.62,632.80,,14072.10,,418.70,,7726.80,,1075.50,,504.90,,41308.90,,1661.30,,30926.30,,32511.30,,440.20,,-445.30,,4026.70,,29789.80,,23763.50,,3114.10,,14380.00,,1156.20,
536,599.55,2117.72,630.10,,14060.10,,423.90,,7617.30,,1076.90,,516.50,,41248.30,,1673.30,,30890.30,,32448.60,,440.40,,-440.80,,4025.30,,29719.60,,23761.90,,3074.20,,14370.00,,1142.10,
537,599.66,2120.81,634.90,,14036.40,,424.20,,7494.90,,1070.80,,519.80,,41220.00,,1676.90,,30822.80,,32467.50,,431.10,,-444.20,,4016.60,,29674.80,,23737.50,,3007.60,,14344.10,,1152.90,
538,599.77,2123.89,637.50,,14017.90,,423.90,,7360.40,,1068.70,,515.80,,41095.50,,1688.90,,30782.10,,32453.60,,430.20,,-442.60,,4010.40,,29652.60,,23741.80,,2957.10,,14317.10,,1155.00,
539,599.88,2126.98,632.30,,13990.50,,432.40,,7247.50,,1069.50,,499.30,,41085.40,,1674.80,,30719.60,,32456.70,,439.60,,-435.00,,4033.40,,29639.70,,23681.60,,2909.70,,14319.40,,1146.40,
540,599.99,2130.07,631.70,,13957.70,,432.90,,7122.90,,1064.60,,509.50,,41020.90,,1685.30,,30719.60,,32454.50,,432.50,,-441.00,,4021.10,,29580.30,,23691.20,,2872.80,,14290.80,,1144.80,
541,600.10,2133.15,630.40,,13979.70,,443.80,,7007.70,,1072.70,,521.10,,41033.50,,1686.80,,30671.70,,32485.70,,437.40,,-439.60,,4041.10,,29563.20,,23682.00,,2832.50,,14293.20,,1158.60,
542,600.21,2136.23,631.20,,14009.60,,462.00,,6900.30,,1071.00,,518.50,,40930.00,,1684.30,,30616.40,,32458.70,,437.80,,-430.40,,4045.70,,29518.80,,23618.70,,2787.10,,14288.90,,1152.30,
543,600.32,2139.31,634.40,,14003.30,,475.50,,6782.80,,1059.40,,519.60,,40848.80,,1687.80,,30590.80,,32466.40,,435.60,,-439.10,,4022.80,,29488.00,,23611.60,,2760.60,,14281.50,,1149.60,
544,600.43,2142.38,630.90,,13994.60,,490.80,,6684.40,,1059.30,,526.70,,40803.40,,1693.90,,30594.80,,32457.00,,431.70,,-446.10,,4032.20,,29451.70,,23578.90,,2729.30,,14285.40,,1152.30,
545,600.55,2145.46,634.90,,14033.50,,488.30,,6578.20,,1045.50,,520.10,,40812.50,,1683.60,,30556.60,,32482.00,,427.70,,-438.90,,4040.50,,29460.40,,23607.90,,2702.50,,14281.20,,1157.80,
546,600.66,2148.53,631.90,,14026.00,,477.50,,6491.60,,1051.80,,522.60,,40737.90,,1673.90,,30510.00,,32470.60,,436.30,,-444.80,,4042.30,,29445.80,,23576.90,,2681.90,,14279.80,,1150.20,
547,600.77,2151.60,629.90,,14055.30,,462.20,,6408.90,,1057.10,,524.40,,40721.70,,1681.50,,30506.30,,32520.10,,435.30,,-440.00,,4053.20,,29438.20,,23582.80,,2661.00,,14278.90,,1153.80,
548,600.88,2154.67,632.30,,14091.60,,443.30,,6298.50,,1050.90,,530.40,,40669.90,,1687.70,,30471.90,,32568.40,,429.40,,-451.90,,4052.10,,29393.50,,23580.10,,2628.70,,14272.20,,1154.90,
549,600.99,2157.74,630.90,,14116.90,,435.50,,6182.20,,1050.60,,534.30,,40647.40,,1697.00,,30486.80,,32604.10,,431.60,,-443.70,,4051.00,,29419.60,,23587.90,,2625.90,,14262.80,,1165.90,
550,601.10,2160.80,633.40,,14171.40,,418.70,,6077.20,,1041.50,,527.00,,40659.30,,1690.00,,30456.90,,32612.30,,435.10,,-439.80,,4067.50,,29405.60,,23569.90,,2609.40,,14281.30,,1167.40,
551,601.21,2163.86,634.30,,14214.00,,418.60,,5981.70,,1047.60,,528.50,,40695.20,,1681.50,,30454.50,,32694.30,,439.30,,-435.00,,4069.60,,29395.50,,23595.20,,2615.40,,14308.00,,1163.60,
552,601.32,2166.92,633.40,,14254.60,,419.40,,5874.80,,1049.30,,537.00,,40679.70,,1700.70,,30450.80,,32694.30,,436.30,,-434.90,,4079.40,,29413.20,,23587.80,,2573.60,,14284.90,,1163.90,
553,601.43,2169.98,633.90,,14339.90,,414.60,,5791.90,,1047.40,,537.30,,40708.60,,1702.40,,30455.20,,32751.30,,441.50,,-439.40,,4075.10,,29438.80,,23588.20,,2583.90,,14312.60,,1171.80,
554,601.54,2173.04,630.30,,14348.40,,423.40,,5698.90,,1053.20,,535.80,,40739.30,,1694.30,,30474.70,,32827.00,,446.90,,-434.10,,4087.10,,29421.90,,23644.30,,2567.70,,14302.50,,1173.80,
555,601.65,2176.09,630.50,,14343.60,,424.80,,5621.10,,1055.60,,538.50,,40758.40,,1698.80,,30459.40,,32852.70,,438.10,,-430.50,,4100.90,,29440.70,,23663.00,,2577.90,,14338.40,,1182.10,
556,601.76,2179.15,630.30,,14296.50,,418.60,,5536.50,,1053.20,,537.50,,40741.30,,1711.80,,30484.20,,32904.30,,442.60,,-431.90,,4102.60,,29467.70,,23672.80,,2574.00,,14333.90,,1186.70,
557,601.87,2182.20,632.20,,14260.10,,416.20,,5461.60,,1052.60,,537.60,,40743.10,,1706.20,,30478.90,,32931.80,,448.60,,-428.10,,4108.70,,29485.60,,23689.30,,2573.70,,14333.10,,1192.80,
558,601.98,2185.25,632.50,,14236.10,,416.00,,5374.30,,1061.80,,548.80,,40764.00,,1717.00,,30491.60,,33032.10,,445.60,,-430.60,,4120.40,,29493.10,,23720.70,,2561.60,,14373.60,,1190.60,
559,602.09,2188.29,634.80,,14209.40,,418.80,,5287.90,,1051.40,,550.90,,40797.00,,1724.10,,30512.90,,33085.30,,441.10,,-431.60,,4115.40,,29514.90,,23708.20,,2567.10,,14367.80,,1191.60,
560,602.20,2191.34,634.50,,14188.90,,421.30,,5214.90,,1061.20,,548.60,,40755.10,,1723.50,,30535.50,,33143.30,,444.10,,-429.10,,4137.80,,29558.70,,23761.60,,2568.70,,14398.60,,1207.60,
561,602.31,2194.38,632.50,,14185.00,,427.40,,5135.70,,1065.50,,563.00,,40795.50,,1728.40,,30533.40,,33203.40,,449.90,,-435.00,,4131.10,,29541.10,,23760.70,,2557.20,,14406.30,,1214.10,
562,602.43,2197.42,631.20,,14207.90,,428.20,,5066.10,,1067.60,,560.50,,40817.00,,1733.80,,30573.00,,33292.10,,447.60,,-432.00,,4146.10,,29576.20,,23773.10,,2566.50,,14416.10,,1229.60,
563,602.54,2200.46,635.40,,14170.70,,423.80,,4971.00,,1064.80,,557.90,,40767.10,,1740.60,,30529.40,,33311.70,,447.90,,-431.50,,4147.70,,29554.30,,23791.30,,2565.60,,14446.10,,1210.90,
564,602.65,2203.50,631.30,,14148.60,,427.20,,4887.50,,1074.00,,554.70,,40751.30,,1741.40,,30543.20,,33373.40,,448.30,,-435.20,,4152.00,,29544.10,,23824.90,,2566.30,,14442.40,,1221.30,
565,602.76,2206.53,634.00,,14083.40,,419.10,,4829.10,,1074.60,,552.80,,40749.20,,1748.60,,30543.00,,33433.20,,453.50,,-427.00,,4169.90,,29575.40,,23824.00,,2584.90,,14442.00,,1235.00,
566,602.87,2209.57,633.60,,14058.30,,423.90,,4755.60,,1072.60,,557.90,,40728.40,,1755.60,,30529.70,,33457.50,,459.50,,-429.60,,4178.00,,29564.50,,23825.50,,2595.90,,14433.10,,1227.30,
567,602.98,2212.60,633.50,,14031.50,,424.40,,4678.90,,1069.20,,579.20,,40720.20,,1760.70,,30507.90,,33471.90,,452.90,,-423.30,,4183.60,,29551.50,,23836.00,,2606.90,,14453.50,,1238.70,
568,603.09,2215.63,632.40,,14014.60,,422.10,,4594.40,,1067.70,,572.40,,40732.60,,1767.40,,30477.90,,33511.80,,451.10,,-432.90,,4182.40,,29551.70,,23844.70,,2603.10,,14445.80,,1237.10,
569,603.20,2218.65,631.60,,14018.50,,427.40,,4536.50,,1067.30,,568.70,,40740.00,,1770.60,,30485.20,,33535.70,,455.60,,-429.20,,4190.00,,29544.30,,23842.50,,2617.30,,14448.90,,1251.40,
570,603.31,2221.68,630.10,,14016.80,,430.40,,4455.30,,1071.00,,572.90,,40740.90,,1770.90,,30451.60,,33589.00,,461.20,,-424.20,,4182.10,,29507.70,,23819.40,,2612.70,,14446.90,,1254.50,
571,603.42,2224.70,629.70,,14012.40,,430.10,,4400.40,,1077.40,,568.20,,40695.40,,1776.80,,30443.40,,33590.50,,459.10,,-420.30,,4189.80,,29526.50,,23809.40,,2638.70,,14459.20,,1246.20,
572,603.53,2227.72,629.00,,14000.30,,431.90,,4311.90,,1071.40,,572.40,,40616.10,,1792.90,,30417.50,,33630.20,,463.70,,-417.60,,4184.40,,29489.90,,23802.60,,2656.40,,14417.40,,1254.60,
573,603.64,2230.74,633.20,,14001.10,,427.30,,4246.00,,1062.50,,585.70,,40564.10,,1792.60,,30370.40,,33611.30,,451.90,,-417.90,,4193.20,,29447.70,,23786.40,,2668.30,,14434.40,,1264.90,
574,603.75,2233.76,632.30,,14009.90,,429.00,,4176.80,,1056.00,,582.80,,40453.60,,1793.80,,30322.40,,33651.90,,462.50,,-416.00,,4190.60,,29422.60,,23766.80,,2706.10,,14434.60,,1263.80,
575,603.86,2236.78,630.90,,14035.00,,429.60,,4107.40,,1053.70,,598.70,,40439.30,,1794.60,,30311.50,,33662.60,,457.70,,-420.70,,4194.30,,29396.30,,23708.40,,2723.90,,14404.60,,1280.50,
576,603.97,2239.79,629.20,,14063.80,,427.20,,4049.60,,1049.10,,591.50,,40367.40,,1808.20,,30269.80,,33666.00,,462.40,,-417.70,,4211.90,,29371.00,,23710.00,,2760.50,,14417.80,,1275.50,
577,604.08,2242.80,631.00,,14091.50,,426.00,,3977.60,,1049.80,,594.80,,40324.30,,1827.20,,30241.00,,33728.50,,462.00,,-420.70,,4205.80,,29351.80,,23721.40,,2792.30,,14381.80,,1274.40,
578,604.19,2245.81,631.30,,14111.50,,427.10,,3913.20,,1049.20,,597.30,,40266.80,,1828.30,,30212.20,,33700.60,,465.20,,-408.10,,4224.50,,29336.40,,23677.60,,2844.30,,14395.40,,1286.20,
579,604.30,2248.82,632.00,,14133.60,,426.80,,3846.60,,1044.40,,596.40,,40227.80,,1828.60,,30188.20,,33764.60,,463.50,,-414.80,,4214.10,,29317.60,,23684.30,,2906.20,,14397.00,,1291.20,
580,604.41,2251.82,625.30,,14155.10,,435.00,,3793.10,,1049.30,,601.60,,40186.60,,1849.60,,30153.60,,33765.40,,463.60,,-420.30,,4220.00,,29283.10,,23647.50,,2959.30,,14401.30,,1317.10,
581,604.52,2254.83,630.40,,14186.80,,424.10,,3731.30,,1048.70,,601.60,,40130.80,,1844.40,,30138.90,,33765.70,,476.50,,-417.60,,4235.40,,29274.10,,23646.40,,3034.90,,14397.70,,1316.10,
582,604.63,2257.83,630.90,,14233.20,,425.20,,3668.80,,1050.40,,615.30,,40079.10,,1865.80,,30127.40,,33787.10,,469.10,,-416.80,,4252.00,,29275.90,,23637.80,,3114.30,,14389.10,,1309.10,
583,604.74,2260.83,632.70,,14217.50,,419.90,,3599.70,,1032.70,,613.30,,40066.10,,1873.70,,30053.30,,33837.70,,472.90,,-418.60,,4261.40,,29267.30,,23654.10,,3211.40,,14400.70,,1318.50,
584,604.84,2263.82,631.50,,14218.00,,425.00,,3541.40,,1041.50,,619.90,,40006.90,,1893.40,,30033.70,,33857.60,,471.90,,-411.30,,4252.10,,29214.70,,23615.70,,3294.60,,14369.10,,1338.30,
585,604.95,2266.82,628.30,,14224.50,,426.40,,3512.30,,1044.00,,632.40,,40056.20,,1905.90,,30035.00,,33916.40,,465.00,,-412.30,,4264.70,,29260.60,,23649.70,,3403.60,,14371.60,,1345.20,
586,605.06,2269.81,632.30,,14268.50,,425.80,,3446.30,,1027.90,,625.20,,40019.80,,1912.30,,30061.00,,33953.60,,467.80,,-411.70,,4285.20,,29176.00,,23657.80,,3513.10,,14382.40,,1348.80,
587,605.17,2272.81,628.80,,14319.50,,425.50,,3409.70,,1026.20,,644.90,,40001.20,,1935.80,,30038.70,,33974.70,,471.30,,-408.20,,4297.10,,29209.60,,23635.80,,3642.40,,14403.30,,1352.50,
588,605.28,2275.79,626.20,,14375.50,,427.80,,3380.40,,1031.90,,643.70,,40014.80,,1953.20,,30026.30,,34042.30,,476.90,,-409.70,,4302.30,,29225.30,,23682.00,,3748.60,,14404.00,,1374.70,
589,605.39,2278.78,628.80,,14468.50,,430.70,,3333.40,,1029.00,,648.50,,39971.60,,1950.70,,29999.80,,34075.10,,479.10,,-405.20,,4326.40,,29230.30,,23673.20,,3896.40,,14399.70,,1376.20,
590,605.50,2281.77,628.10,,14603.00,,434.20,,3284.10,,1025.00,,657.80,,40049.60,,1975.40,,30046.90,,34121.30,,482.70,,-401.80,,4344.20,,29217.60,,23695.30,,4004.50,,14432.20,,1374.60,
591,605.61,2284.75,628.60,,14721.50,,428.80,,3218.10,,1025.10,,656.90,,40036.30,,1979.20,,30009.90,,34203.10,,481.20,,-400.30,,4360.40,,29222.60,,23697.60,,4120.30,,14421.90,,1385.20,
592,605.72,2287.73,627.70,,14876.90,,433.60,,3152.20,,1027.90,,664.60,,40018.80,,1998.30,,30007.80,,34255.80,,481.80,,-403.40,,4354.50,,29235.10,,23720.10,,4213.80,,14437.30,,1398.40,
593,605.83,2290.71,630.40,,15039.70,,430.90,,3096.40,,1019.40,,665.50,,40041.20,,2016.60,,30046.80,,34322.80,,497.70,,-383.10,,4394.60,,29251.00,,23707.50,,4280.80,,14452.50,,1418.30,
594,605.94,2293.69,622.70,,15120.20,,436.30,,3050.00,,1031.40,,686.90,,40037.00,,2042.70,,30044.80,,34404.50,,486.70,,-389.80,,4401.80,,29230.10,,23731.30,,4360.20,,14441.30,,1423.90,
595,606.05,2296.67,624.50,,15111.50,,437.30,,2999.90,,1029.40,,682.90,,40033.90,,2058.40,,30114.60,,34481.50,,491.90,,-385.50,,4415.30,,29232.20,,23766.20,,4412.40,,14432.00,,1435.70,
596,606.16,2299.64,627.00,,15084.10,,442.10,,2951.70,,1024.00,,683.20,,40057.50,,2101.50,,30146.70,,34507.40,,488.00,,-385.30,,4434.90,,29228.60,,23741.00,,4441.70,,14460.50,,1450.40,
597,606.27,2302.61,627.00,,15047.50,,443.00,,2900.60,,1027.50,,697.70,,40053.40,,2167.60,,30263.00,,34583.60,,502.60,,-370.20,,4454.50,,29228.00,,23725.70,,4440.50,,14441.30,,1460.00,
598,606.38,2305.58,624.90,,15024.60,,446.20,,2854.40,,1017.40,,687.80,,40013.00,,2235.20,,30459.50,,34616.50,,496.10,,-365.90,,4467.30,,29206.20,,23761.30,,4439.50,,14459.50,,1461.20,
599,606.49,2308.55,624.50,,15144.00,,441.20,,2796.70,,1018.00,,695.60,,39972.10,,2335.90,,30694.30,,34633.70,,494.20,,-360.80,,4476.60,,29183.60,,23728.60,,4422.40,,14443.70,,1490.10,
600,606.59,2311.52,620.80,,15315.30,,443.80,,2762.70,,1023.10,,703.10,,39859.20,,2475.00,,31013.00,,34685.50,,506.50,,-355.90,,4493.80,,29172.30,,23717.50,,4370.40,,14454.30,,1494.10,
601,606.70,2314.48,627.30,,15534.80,,436.90,,2717.20,,1006.30,,714.70,,39866.60,,2566.20,,31279.00,,34746.70,,505.20,,-354.20,,4514.00,,29126.80,,23695.10,,4329.10,,14434.70,,1520.40,
602,606.81,2317.44,624.90,,15782.90,,438.40,,2679.50,,1011.40,,717.80,,39791.50,,2583.50,,31405.90,,34784.00,,510.20,,-346.70,,4530.10,,29064.00,,23686.00,,4273.10,,14433.30,,1523.00,
603,606.92,2320.40,626.50,,15970.20,,436.70,,2638.10,,1005.90,,720.70,,39752.90,,2578.10,,31391.80,,34864.70,,509.40,,-341.80,,4543.30,,29064.60,,23676.30,,4202.70,,14420.40,,1545.20,
604,607.03,2323.36,622.90,,16048.50,,444.70,,2600.70,,1005.10,,725.20,,39673.10,,2584.00,,31217.00,,34922.20,,515.30,,-333.20,,4555.10,,28984.40,,23635.90,,4121.20,,14391.20,,1553.10,
605,607.14,2326.32,620.60,,16004.80,,450.60,,2552.80,,999.70,,739.80,,39609.90,,2671.90,,30896.20,,35094.20,,515.00,,-319.90,,4560.40,,28972.00,,23589.80,,4057.10,,14366.90,,1564.40,
606,607.25,2329.27,619.90,,15867.30,,444.00,,2517.10,,1003.00,,728.40,,39515.30,,2782.70,,30499.00,,35260.40,,520.20,,-311.30,,4568.40,,28899.70,,23563.00,,4013.70,,14362.80,,1595.00,
607,607.36,2332.22,625.50,,15728.10,,438.10,,2478.00,,991.90,,737.30,,39462.30,,3002.10,,30142.40,,35527.40,,519.50,,-310.10,,4614.30,,28835.70,,23535.10,,3963.10,,14340.10,,1609.40,
608,607.47,2335.17,620.10,,15594.00,,451.10,,2440.20,,996.60,,747.00,,39373.40,,3341.60,,29840.10,,35685.70,,523.60,,-300.70,,4608.80,,28774.00,,23480.60,,3970.20,,14335.80,,1611.50,
609,607.58,2338.12,619.70,,15489.70,,461.40,,2397.30,,996.90,,750.70,,39290.70,,3848.40,,29584.00,,35863.90,,523.70,,-289.80,,4622.40,,28727.70,,23453.70,,4059.70,,14309.50,,1637.50,
610,607.68,2341.07,621.00,,15429.70,,467.30,,2345.00,,1007.40,,752.80,,39236.50,,4529.40,,29427.80,,36209.70,,520.60,,-294.20,,4635.50,,28659.10,,23376.50,,4287.60,,14274.60,,1664.70,
611,607.79,2344.01,621.60,,15488.60,,477.60,,2308.80,,991.30,,763.10,,39178.50,,5426.80,,29326.50,,36846.20,,526.90,,-288.40,,4658.70,,28606.00,,23374.10,,4853.20,,14261.60,,1671.30,
612,607.90,2346.96,619.00,,15560.30,,487.10,,2272.50,,986.90,,766.50,,39100.70,,6417.40,,29244.30,,37702.00,,521.50,,-288.70,,4661.10,,28592.60,,23319.60,,6330.20,,14241.20,,1701.00,
613,608.01,2349.90,618.00,,15602.20,,501.10,,2234.90,,982.30,,777.30,,39064.60,,7217.60,,29127.20,,38884.60,,529.10,,-283.90,,4682.00,,28510.20,,23297.50,,8290.40,,14217.70,,1728.30,
614,608.12,2352.84,621.60,,15539.30,,511.90,,2205.90,,978.40,,780.80,,39007.70,,6885.70,,29091.50,,40630.00,,531.50,,-278.70,,4711.80,,28467.00,,23284.70,,7904.50,,14211.60,,1764.40,
