Integration Time,60
Timestamp,2019-03-05 16_44_57.477000
Note,
Temperature,-15.38
CCD C0,536.9515991210938
CCD C1,0.12007000297307968
CCD C2,-1.7113000012614066e-06
CCD C3,-8.254399830320835e-09
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,532.0
Laser Enable,False
Laser Power,100
Laser Temperature,0.00
Pixel Count,1024

Pixel,Wavelength,Wavenumber,Dark,Reference,2019-03-05 16:44:57 BMSB 10x60ms Spectrum,2019-03-05 16:44:57 BMSB 10x60ms Raw,2019-03-05 16:45:22 Benzene 10x100ms Spectrum,2019-03-05 16:45:22 Benzene 10x100ms Raw,2019-03-05 16:45:44 Toluene 10x100ms Spectrum,2019-03-05 16:45:44 Toluene 10x100ms Raw,2019-03-05 16:46:01 Cyclohexane 10x100ms Spectrum,2019-03-05 16:46:01 Cyclohexane 10x100ms Raw,2019-03-05 16:47:22 Ammonium NItrate 10x200ms Spectrum,2019-03-05 16:47:22 Ammonium NItrate 10x200ms Raw,2019-03-05 16:47:49 Acetaminophen 10x200ms Spectrum,2019-03-05 16:47:49 Acetaminophen 10x200ms Raw,2019-03-05 16:48:07 Acetone 10x200ms Spectrum,2019-03-05 16:48:07 Acetone 10x200ms Raw,2019-03-05 16:48:34 Coconut Oil 10x200ms Spectrum,2019-03-05 16:48:34 Coconut Oil 10x200ms Raw,2019-03-05 16:49:11 Caffeine 10x200ms Spectrum,2019-03-05 16:49:11 Caffeine 10x200ms Raw,2019-03-05 16:49:56 Methanol 10x200ms Spectrum,2019-03-05 16:49:56 Methanol 10x200ms Raw,2019-03-05 16:50:18 Isopropanol 10x200ms Spectrum,2019-03-05 16:50:18 Isopropanol 10x200ms Raw,2019-03-05 16:50:40 Mineral Oil 10x200ms Spectrum,2019-03-05 16:50:40 Mineral Oil 10x200ms Raw,2019-03-05 16:51:07 Sugar 10x200ms Spectrum,2019-03-05 16:51:07 Sugar 10x200ms Raw,2019-03-05 16:52:09 Fructose 10x500ms Spectrum,2019-03-05 16:52:09 Fructose 10x500ms Raw,2019-03-05 16:52:40 Ammonium Chloride 10x500ms Spectrum,2019-03-05 16:52:40 Ammonium Chloride 10x500ms Raw,2019-03-05 16:53:12 Sucrose 10x500ms Spectrum,2019-03-05 16:53:12 Sucrose 10x500ms Raw,2019-03-05 16:54:26 Glucose 100g/L 10x1s Spectrum,2019-03-05 16:54:26 Glucose 100g/L 10x1s Raw
615,608.23,2355.77,616.40,,15446.90,,533.00,,2179.50,,990.50,,781.30,,39010.00,,5353.90,,29027.40,,42991.60,,538.70,,-275.80,,4716.70,,28439.50,,23253.80,,5771.80,,14179.30,,1789.50,
616,608.34,2358.71,616.90,,15333.50,,544.70,,2140.90,,986.10,,787.90,,38969.00,,3933.30,,28964.40,,44922.90,,537.00,,-271.20,,4740.90,,28378.80,,23213.30,,4449.00,,14191.90,,1807.50,
617,608.44,2361.64,619.40,,15269.00,,536.00,,2115.40,,998.90,,792.50,,38982.10,,3108.50,,28918.00,,45390.30,,546.70,,-264.50,,4767.90,,28355.60,,23236.50,,3873.50,,14179.30,,1847.80,
618,608.55,2364.57,615.40,,15198.40,,539.80,,2103.50,,1003.10,,803.60,,38986.40,,2698.50,,28849.80,,44094.60,,555.70,,-256.10,,4787.70,,28343.10,,23195.50,,3591.60,,14163.00,,1875.10,
619,608.66,2367.50,614.50,,15247.10,,522.50,,2086.20,,1015.10,,809.50,,38984.70,,2507.50,,28839.90,,41513.00,,556.80,,-243.90,,4812.20,,28328.30,,23189.60,,3464.40,,14167.20,,1913.00,
620,608.77,2370.43,612.90,,15364.50,,514.70,,2071.50,,1011.70,,810.50,,39016.20,,2391.30,,28778.10,,38865.40,,566.30,,-242.30,,4830.40,,28305.90,,23173.90,,3379.80,,14175.30,,1945.20,
621,608.88,2373.35,613.60,,15472.20,,502.30,,2059.90,,1006.20,,824.70,,39162.70,,2328.70,,28756.70,,37265.40,,569.10,,-241.70,,4844.20,,28300.70,,23189.70,,3313.90,,14166.90,,1982.70,
622,608.99,2376.27,612.70,,15444.00,,498.50,,2023.90,,987.50,,842.20,,39415.20,,2305.90,,28729.90,,36591.10,,572.50,,-238.20,,4856.70,,28259.90,,23191.80,,3264.70,,14145.60,,2018.80,
623,609.10,2379.19,615.70,,15430.10,,495.30,,1995.80,,980.20,,851.60,,39746.70,,2287.40,,28714.00,,36462.20,,582.30,,-227.90,,4891.10,,28255.50,,23166.70,,3231.40,,14159.70,,2047.90,
624,609.20,2382.11,616.00,,15526.90,,499.90,,1956.80,,967.90,,851.20,,40194.80,,2249.80,,28713.70,,36778.40,,580.50,,-233.40,,4901.80,,28268.70,,23215.70,,3189.50,,14186.80,,2097.40,
625,609.31,2385.03,615.50,,15697.70,,501.50,,1908.50,,965.40,,871.00,,40880.60,,2218.00,,28711.50,,37397.00,,585.40,,-230.00,,4917.70,,28251.90,,23172.70,,3182.60,,14153.30,,2126.20,
626,609.42,2387.94,614.50,,16051.20,,505.20,,1891.10,,958.60,,877.50,,42124.00,,2169.50,,28709.30,,38501.00,,600.80,,-230.20,,4950.70,,28285.40,,23186.80,,3168.30,,14187.50,,2161.10,
627,609.53,2390.86,610.00,,16529.20,,521.80,,1869.30,,958.60,,915.30,,44396.70,,2139.50,,28729.90,,39809.80,,605.90,,-232.10,,4974.60,,28261.40,,23204.20,,3149.60,,14190.80,,2195.70,
628,609.64,2393.77,615.70,,17177.40,,525.90,,1857.90,,950.60,,1027.20,,48152.00,,2128.00,,28704.00,,40844.90,,616.80,,-229.00,,4988.10,,28247.30,,23208.60,,3138.90,,14178.30,,2224.30,
629,609.74,2396.68,615.60,,18064.10,,539.50,,1839.20,,949.10,,1200.70,,52008.70,,2122.70,,28740.60,,41283.90,,615.00,,-242.80,,5006.80,,28236.30,,23213.30,,3127.00,,14201.70,,2258.90,
630,609.85,2399.58,613.70,,19196.80,,558.70,,1833.00,,950.50,,1235.80,,54846.10,,2111.90,,28712.90,,41107.30,,630.60,,-235.20,,5038.80,,28247.60,,23232.00,,3125.10,,14202.10,,2274.70,
631,609.96,2402.49,609.20,,20566.90,,584.10,,1838.00,,950.00,,1074.60,,57543.80,,2111.70,,28660.70,,40338.70,,636.10,,-235.10,,5047.10,,28232.90,,23210.30,,3112.80,,14191.50,,2305.20,
632,610.07,2405.39,607.40,,22601.70,,612.40,,1835.80,,954.30,,936.90,,57073.70,,2118.30,,28608.20,,39049.10,,634.80,,-244.60,,5061.90,,28210.30,,23211.20,,3117.90,,14189.80,,2333.20,
633,610.18,2408.29,610.90,,26593.00,,639.90,,1835.50,,943.30,,867.50,,52525.80,,2119.60,,28539.10,,37836.60,,660.20,,-238.10,,5084.70,,28179.00,,23220.90,,3112.80,,14198.60,,2358.80,
634,610.28,2411.19,611.20,,34339.10,,680.20,,1865.80,,945.30,,842.80,,48219.00,,2126.70,,28488.20,,37030.80,,670.20,,-232.50,,5089.00,,28165.40,,23180.30,,3110.30,,14195.90,,2357.60,
635,610.39,2414.09,614.70,,49979.00,,723.70,,1897.20,,939.00,,838.60,,45690.20,,2127.30,,28434.10,,36568.20,,687.80,,-236.80,,5108.60,,28102.30,,23169.30,,3103.90,,14168.40,,2361.40,
636,610.50,2416.99,611.20,,64923.80,,789.60,,1987.90,,943.50,,834.20,,44560.90,,2127.90,,28396.50,,36305.70,,680.90,,-236.50,,5120.70,,28046.20,,23132.30,,3098.40,,14151.30,,2360.50,
637,610.61,2419.88,607.20,,64927.80,,869.30,,2094.20,,941.30,,827.70,,44976.20,,2139.70,,28320.70,,36137.20,,710.40,,-239.50,,5135.30,,28021.80,,23137.00,,3098.50,,14124.50,,2351.10,
638,610.72,2422.77,612.20,,64922.80,,962.50,,2235.20,,932.00,,830.30,,47601.40,,2145.60,,28289.10,,36085.60,,722.50,,-236.90,,5151.10,,28006.00,,23091.70,,3087.80,,14128.20,,2340.10,
639,610.82,2425.66,611.70,,64923.30,,1117.80,,2356.60,,927.40,,836.40,,53023.40,,2156.50,,28240.40,,36140.70,,733.50,,-233.10,,5157.90,,27931.30,,23068.00,,3092.90,,14101.80,,2336.40,
640,610.93,2428.55,607.80,,63183.00,,1321.40,,2494.90,,926.00,,835.30,,58183.00,,2161.70,,28191.60,,36232.80,,741.40,,-232.50,,5171.20,,27919.30,,23043.20,,3100.30,,14130.20,,2320.70,
641,611.04,2431.43,609.80,,45120.20,,1638.10,,2739.10,,929.70,,836.10,,59696.20,,2181.60,,28124.30,,36501.40,,756.50,,-238.90,,5188.50,,27864.90,,23016.40,,3104.40,,14081.10,,2296.80,
642,611.15,2434.32,607.90,,44123.50,,2153.70,,3261.60,,928.70,,840.90,,60091.90,,2191.30,,28080.50,,37103.10,,777.80,,-242.20,,5194.60,,27798.60,,23012.10,,3109.80,,14097.40,,2280.80,
643,611.25,2437.20,605.00,,64930.00,,2809.30,,4290.50,,929.50,,852.20,,59135.40,,2207.60,,28034.40,,38484.60,,794.20,,-237.10,,5211.30,,27773.00,,22995.10,,3102.00,,14060.60,,2271.70,
644,611.36,2440.08,607.50,,64927.50,,3161.90,,5300.80,,923.30,,844.50,,53856.30,,2215.10,,27950.00,,40995.30,,812.30,,-233.30,,5218.70,,27720.30,,22947.30,,3099.30,,14057.80,,2253.70,
645,611.47,2442.96,605.10,,64929.90,,2862.00,,5046.00,,926.50,,850.10,,47962.50,,2223.50,,27934.50,,43848.80,,834.40,,-231.50,,5225.40,,27687.00,,22920.80,,3112.90,,14049.80,,2226.30,
646,611.58,2445.83,606.20,,64928.80,,2452.60,,3923.40,,932.70,,850.80,,44004.80,,2239.90,,27887.40,,44618.80,,843.80,,-238.30,,5233.90,,27652.20,,22911.80,,3109.90,,14042.10,,2208.00,
647,611.68,2448.71,606.10,,64928.90,,2484.30,,3160.50,,922.90,,847.30,,41618.60,,2261.00,,27840.90,,42784.70,,858.50,,-236.60,,5255.80,,27649.90,,22896.60,,3118.20,,14019.40,,2192.60,
648,611.79,2451.58,604.50,,64930.50,,3061.00,,3017.30,,931.90,,850.80,,40378.70,,2276.20,,27827.10,,39991.50,,884.90,,-233.60,,5270.60,,27597.50,,22892.40,,3121.70,,14030.50,,2176.80,
649,611.90,2454.45,603.00,,64932.00,,3857.40,,3351.80,,934.00,,860.40,,39790.80,,2309.10,,27815.40,,37978.50,,902.40,,-230.80,,5283.40,,27566.00,,22893.10,,3141.80,,14012.70,,2158.90,
650,612.01,2457.32,603.10,,64931.90,,4035.60,,3550.10,,932.90,,863.60,,39584.30,,2328.20,,27768.80,,37022.00,,925.60,,-226.20,,5292.60,,27566.00,,22872.60,,3140.00,,14020.10,,2162.60,
651,612.11,2460.18,603.10,,64931.90,,3354.30,,3121.10,,946.90,,870.80,,39742.90,,2357.60,,27752.10,,36686.20,,959.10,,-217.50,,5304.10,,27535.30,,22868.60,,3151.70,,14022.80,,2150.50,
652,612.22,2463.05,602.50,,57245.70,,2530.00,,2519.70,,944.70,,881.60,,40241.50,,2381.60,,27741.30,,36634.30,,978.20,,-210.80,,5325.30,,27554.00,,22877.30,,3157.80,,14044.40,,2138.30,
653,612.33,2465.91,602.90,,40476.30,,1913.90,,2115.20,,941.50,,876.70,,41268.90,,2385.40,,27705.50,,36735.00,,1001.30,,-217.30,,5342.20,,27535.30,,22901.60,,3157.40,,14022.30,,2124.40,
654,612.44,2468.77,603.80,,32934.90,,1503.70,,1861.30,,949.20,,885.70,,42985.00,,2412.70,,27691.30,,36893.20,,1033.20,,-206.70,,5368.50,,27528.60,,22900.60,,3177.60,,14045.50,,2124.10,
655,612.54,2471.63,603.50,,30377.80,,1211.90,,1695.10,,947.60,,891.50,,45200.00,,2431.10,,27715.30,,36989.90,,1052.20,,-210.80,,5371.20,,27513.10,,22909.40,,3184.90,,14044.50,,2120.50,
656,612.65,2474.48,601.40,,31317.70,,1029.70,,1572.90,,949.80,,900.50,,47258.40,,2446.10,,27681.30,,37121.90,,1074.10,,-193.10,,5394.30,,27509.80,,22924.20,,3206.80,,14054.60,,2113.50,
657,612.76,2477.34,598.00,,37678.70,,907.50,,1506.00,,945.70,,911.00,,48043.60,,2465.70,,27673.40,,37370.80,,1102.20,,-182.80,,5417.40,,27530.10,,22910.80,,3217.50,,14081.90,,2120.70,
658,612.87,2480.19,599.20,,50841.50,,819.60,,1454.90,,938.60,,901.90,,46674.50,,2479.20,,27668.70,,37692.00,,1122.40,,-179.40,,5415.30,,27516.00,,22905.80,,3225.10,,14061.40,,2106.00,
659,612.97,2483.04,603.20,,56072.50,,746.10,,1410.20,,932.60,,915.40,,43981.20,,2486.20,,27682.50,,37916.80,,1141.70,,-172.40,,5433.20,,27495.00,,22930.30,,3214.70,,14050.10,,2098.70,
660,613.08,2485.89,604.70,,42370.30,,701.50,,1376.50,,937.50,,930.00,,41504.10,,2512.30,,27667.30,,37877.70,,1154.30,,-157.70,,5445.10,,27472.20,,22930.60,,3247.00,,14080.90,,2104.10,
661,613.19,2488.73,599.80,,29074.10,,660.80,,1354.80,,941.30,,938.70,,39758.10,,2529.70,,27634.60,,37680.80,,1186.90,,-145.30,,5459.60,,27462.00,,22927.70,,3265.60,,14068.20,,2121.70,
662,613.29,2491.58,599.90,,22226.60,,629.40,,1323.80,,950.30,,931.90,,38758.10,,2540.10,,27588.00,,37421.00,,1195.30,,-136.40,,5470.60,,27431.60,,22907.20,,3260.50,,14078.40,,2112.10,
663,613.40,2494.42,599.40,,18919.90,,591.50,,1299.90,,955.60,,945.60,,38217.30,,2551.10,,27539.10,,37229.50,,1214.60,,-111.30,,5482.20,,27408.70,,22919.30,,3288.40,,14078.70,,2117.00,
664,613.51,2497.26,592.60,,17539.50,,579.80,,1289.50,,962.90,,944.60,,37921.60,,2558.70,,27518.40,,37148.80,,1229.50,,-102.60,,5482.30,,27372.80,,22916.70,,3288.30,,14073.60,,2120.70,
665,613.61,2500.10,600.30,,17120.10,,548.20,,1267.30,,944.90,,963.20,,37682.40,,2576.90,,27483.50,,37100.10,,1250.60,,-85.60,,5482.10,,27361.90,,22893.10,,3295.00,,14044.90,,2131.60,
666,613.72,2502.94,595.50,,17102.50,,547.00,,1268.00,,953.00,,962.70,,37531.10,,2583.00,,27428.00,,37079.90,,1274.00,,-70.90,,5505.10,,27288.30,,22849.70,,3296.30,,14029.60,,2113.40,
667,613.83,2505.77,596.00,,17240.60,,533.20,,1259.40,,947.70,,976.20,,37579.30,,2587.10,,27357.40,,37105.90,,1297.90,,-58.30,,5501.20,,27230.90,,22835.00,,3302.00,,14020.50,,2125.30,
668,613.93,2508.60,595.20,,17632.10,,525.90,,1239.60,,948.70,,990.10,,37743.90,,2598.50,,27285.60,,37168.20,,1314.60,,-46.20,,5522.00,,27184.00,,22799.60,,3299.10,,14005.40,,2124.10,
669,614.04,2511.44,596.30,,17846.20,,515.60,,1233.40,,952.30,,993.50,,38246.60,,2604.00,,27225.80,,37189.90,,1342.90,,-34.60,,5504.00,,27089.70,,22735.00,,3306.00,,13973.90,,2131.50,
670,614.15,2514.26,594.10,,17521.80,,512.30,,1223.50,,955.70,,999.70,,38893.30,,2618.60,,27172.10,,37248.00,,1374.00,,-21.10,,5522.70,,27045.90,,22749.10,,3306.60,,13963.80,,2146.20,
671,614.25,2517.09,594.20,,16929.30,,508.30,,1229.30,,961.60,,1009.20,,38782.90,,2617.40,,27096.80,,37331.30,,1420.70,,8.50,,5535.70,,26951.90,,22669.00,,3306.60,,13908.60,,2137.50,
672,614.36,2519.92,594.60,,16507.50,,498.40,,1222.60,,977.20,,1015.70,,38302.10,,2638.60,,27026.50,,37456.10,,1465.10,,40.60,,5536.20,,26886.80,,22655.10,,3319.20,,13898.40,,2150.70,
673,614.47,2522.74,592.80,,16248.80,,502.90,,1231.90,,994.30,,1011.00,,38057.90,,2635.20,,26974.60,,37696.80,,1518.10,,70.40,,5557.70,,26801.10,,22604.00,,3319.40,,13875.50,,2155.40,
674,614.57,2525.56,591.40,,16071.00,,506.00,,1265.60,,1015.40,,1034.10,,37394.00,,2660.80,,26939.70,,37969.60,,1600.40,,103.20,,5581.00,,26738.70,,22571.80,,3316.90,,13853.20,,2156.50,
675,614.68,2528.38,594.20,,15852.10,,501.80,,1320.50,,1040.60,,1053.90,,36667.70,,2683.80,,26862.40,,38331.00,,1677.70,,158.10,,5630.60,,26661.40,,22535.70,,3323.90,,13833.80,,2171.00,
676,614.79,2531.20,592.40,,15726.20,,508.70,,1338.20,,1074.80,,1072.30,,36273.20,,2712.40,,26844.10,,38691.30,,1782.80,,214.10,,5677.40,,26595.30,,22518.00,,3318.50,,13824.80,,2167.30,
677,614.89,2534.01,591.20,,15826.60,,514.00,,1294.70,,1112.70,,1078.00,,36070.60,,2750.00,,26816.70,,38928.30,,1905.10,,272.80,,5724.10,,26521.40,,22509.80,,3314.70,,13801.20,,2185.70,
678,615.00,2536.82,587.20,,16385.70,,531.30,,1248.20,,1168.40,,1100.40,,35912.70,,2793.90,,26866.80,,39014.30,,2029.10,,352.00,,5810.40,,26471.70,,22532.10,,3318.00,,13826.70,,2190.80,
679,615.11,2539.64,582.90,,17446.60,,546.30,,1224.50,,1215.00,,1116.10,,35839.60,,2828.70,,26871.50,,38968.40,,2182.60,,481.00,,5923.80,,26466.90,,22675.00,,3318.40,,13888.80,,2224.20,
680,615.21,2542.44,590.50,,17951.00,,562.10,,1201.50,,1240.80,,1158.40,,35799.60,,2885.90,,26957.30,,39021.90,,2340.60,,630.70,,6099.30,,26489.40,,22923.70,,3323.00,,14057.70,,2256.50,
681,615.32,2545.25,589.60,,17387.20,,561.00,,1212.90,,1264.60,,1200.20,,35767.80,,2948.60,,27100.00,,39151.20,,2475.80,,872.90,,6357.40,,26571.50,,23673.70,,3331.30,,14308.40,,2320.80,
682,615.42,2548.06,591.20,,16641.40,,543.90,,1218.20,,1338.10,,1265.50,,35769.50,,3040.80,,27410.00,,39358.80,,2586.50,,1195.20,,6720.20,,26645.20,,25507.70,,3334.40,,14556.50,,2406.30,
683,615.53,2550.86,586.80,,16172.70,,523.60,,1241.10,,1481.40,,1327.30,,35851.80,,3128.10,,27841.50,,39546.90,,2669.90,,1618.40,,7284.80,,26718.00,,27272.20,,3340.40,,14748.70,,2501.90,
684,615.64,2553.66,585.30,,16168.70,,514.00,,1269.10,,1733.40,,1399.50,,35876.20,,3250.00,,28305.60,,39666.90,,2750.80,,2038.00,,8074.80,,26929.30,,26349.60,,3355.00,,15248.40,,2595.90,
685,615.74,2556.46,585.40,,17020.40,,499.20,,1299.20,,1902.30,,1477.00,,35971.70,,3389.80,,28859.20,,39698.10,,2796.40,,2460.10,,8913.70,,27269.50,,24424.60,,3369.60,,15999.30,,2685.90,
686,615.85,2559.26,583.30,,18553.80,,496.90,,1318.00,,1997.30,,1523.90,,36145.30,,3541.50,,29469.80,,39755.50,,2850.30,,2958.70,,9702.70,,27377.80,,23683.90,,3386.30,,16226.70,,2687.70,
687,615.96,2562.06,585.60,,19278.00,,489.10,,1340.20,,2270.00,,1511.10,,36396.70,,3718.30,,29926.10,,39843.90,,2890.30,,3525.00,,10228.80,,26988.20,,23934.60,,3429.50,,15534.90,,2678.60,
688,616.06,2564.85,582.20,,18552.30,,489.70,,1376.00,,2818.70,,1450.80,,36798.50,,3940.50,,30177.10,,39771.10,,2965.60,,4031.10,,10494.40,,26630.30,,24179.70,,3521.30,,14824.90,,2610.60,
689,616.17,2567.64,584.20,,17452.30,,484.10,,1404.80,,3654.80,,1394.60,,37138.50,,4208.60,,30314.50,,39589.50,,2907.50,,3938.10,,10652.30,,26420.10,,23678.00,,3611.20,,14514.60,,2526.10,
690,616.27,2570.43,582.50,,16900.70,,483.30,,1437.00,,4659.90,,1360.10,,37311.10,,4529.60,,30592.70,,39405.40,,2591.10,,3150.70,,10883.70,,26345.80,,23086.60,,3713.00,,14424.50,,2488.00,
691,616.38,2573.22,579.80,,17042.80,,487.30,,1464.00,,5062.30,,1350.80,,37157.90,,4866.60,,30916.90,,39220.70,,2180.60,,2278.60,,11024.00,,26330.40,,22841.60,,3790.50,,14467.50,,2464.80,
692,616.49,2576.00,580.30,,17138.60,,483.80,,1470.50,,4358.20,,1371.60,,36832.10,,5191.00,,31016.50,,39065.70,,1840.30,,1711.80,,10858.80,,26346.30,,22874.30,,3859.30,,14490.70,,2469.70,
693,616.59,2578.79,582.80,,16591.90,,485.80,,1443.50,,3315.40,,1421.60,,36507.90,,5415.60,,30558.10,,39023.00,,1632.00,,1411.30,,10241.10,,26353.40,,22985.40,,3943.40,,14557.10,,2479.50,
694,616.70,2581.57,580.10,,15882.20,,487.20,,1391.20,,2618.70,,1499.80,,36255.90,,5539.80,,29423.10,,39158.30,,1481.50,,1253.40,,8985.30,,26321.60,,23070.20,,4048.10,,14570.70,,2505.40,
695,616.80,2584.35,584.20,,15337.10,,480.90,,1321.30,,2222.20,,1598.10,,36046.70,,5584.60,,28205.90,,39142.70,,1402.60,,1148.80,,7640.60,,26317.90,,23029.50,,4111.80,,14552.60,,2524.30,
696,616.91,2587.13,579.20,,14994.30,,485.40,,1245.10,,1972.80,,1694.90,,35884.10,,5523.90,,27349.30,,38874.50,,1323.30,,1095.40,,6758.70,,26262.50,,22963.00,,4176.50,,14560.70,,2549.00,
697,617.01,2589.91,576.30,,14827.60,,489.60,,1180.80,,1721.60,,1796.90,,35689.10,,5382.60,,26951.50,,38539.20,,1287.80,,1079.90,,6316.70,,26207.10,,22900.10,,4232.50,,14532.80,,2565.60,
698,617.12,2592.68,575.40,,14699.70,,505.80,,1125.40,,1495.10,,1876.80,,35494.90,,5138.30,,26661.40,,38598.20,,1254.50,,1060.50,,6097.90,,26109.20,,22978.00,,4262.30,,14432.50,,2580.80,
699,617.23,2595.45,578.00,,14619.20,,530.00,,1071.80,,1318.60,,1878.50,,35314.40,,4800.10,,26327.50,,39176.30,,1224.30,,1060.40,,6001.90,,25998.30,,23033.10,,4374.90,,14329.20,,2585.50,
700,617.33,2598.22,577.50,,14590.30,,588.90,,1033.80,,1211.10,,1827.50,,35203.60,,4401.10,,26019.90,,39704.20,,1207.20,,1049.90,,5952.30,,25916.90,,23062.60,,4598.10,,14250.90,,2596.70,
701,617.44,2600.99,575.40,,14525.20,,694.70,,1015.80,,1128.90,,1729.70,,35143.20,,4066.70,,25719.70,,39912.20,,1184.50,,1007.20,,5924.30,,25838.20,,23054.10,,4969.90,,14182.10,,2625.50,
702,617.54,2603.76,575.90,,14442.60,,746.20,,999.20,,1074.30,,1612.20,,35102.80,,3788.90,,25505.20,,39862.80,,1151.70,,924.60,,5921.40,,25696.40,,23077.60,,5369.10,,14067.20,,2649.90,
703,617.65,2606.52,576.20,,14310.70,,650.00,,1013.50,,1036.60,,1485.30,,35169.60,,3577.90,,25397.00,,39772.60,,1133.50,,823.70,,5924.60,,25619.20,,23152.70,,5364.00,,13965.60,,2682.60,
704,617.75,2609.28,575.70,,14242.40,,561.70,,1052.60,,1011.20,,1392.60,,35201.90,,3415.60,,25248.00,,39561.00,,1105.50,,734.70,,5940.40,,25528.90,,23142.20,,4794.60,,13921.50,,2722.60,
705,617.86,2612.04,575.40,,14204.70,,518.30,,1156.20,,997.30,,1308.80,,35423.50,,3292.80,,25130.70,,39378.50,,1085.30,,658.30,,5964.20,,25485.80,,23034.80,,4224.10,,13920.00,,2770.70,
706,617.96,2614.80,571.00,,14235.80,,496.10,,1345.70,,983.70,,1264.30,,35825.30,,3215.10,,25047.90,,39333.40,,1056.50,,605.80,,6010.90,,25446.60,,22852.70,,3888.00,,13975.80,,2818.40,
707,618.07,2617.56,575.20,,14401.00,,495.90,,1644.70,,982.90,,1224.00,,36516.50,,3141.10,,24980.90,,39059.90,,1023.80,,589.40,,6087.90,,25417.20,,22635.00,,3755.20,,14106.60,,2880.60,
708,618.17,2620.31,576.70,,14693.20,,491.10,,2307.30,,972.50,,1193.70,,37652.10,,3069.90,,24945.80,,38684.70,,1015.70,,578.30,,6214.10,,25463.40,,22386.80,,3676.10,,14275.30,,2946.50,
709,618.28,2623.07,571.20,,15107.90,,503.20,,2986.40,,966.00,,1176.20,,39402.10,,3019.40,,24925.20,,38278.00,,987.50,,531.40,,6365.90,,25511.70,,22156.70,,3669.60,,14516.00,,2996.10,
710,618.38,2625.82,571.20,,15299.70,,520.40,,2620.40,,969.30,,1147.70,,41850.10,,2989.20,,24914.70,,37998.80,,965.80,,478.70,,6525.40,,25477.60,,22000.90,,3667.20,,14562.70,,3034.40,
711,618.49,2628.57,571.60,,15112.90,,533.70,,1796.10,,974.70,,1128.70,,43723.90,,2973.30,,24895.10,,38040.70,,945.50,,445.00,,6671.90,,25423.50,,21955.80,,3665.30,,14518.90,,3091.60,
712,618.59,2631.31,570.40,,14825.30,,546.00,,1313.80,,1004.10,,1127.40,,43292.70,,2968.20,,24880.50,,38841.70,,931.70,,473.70,,6842.20,,25427.20,,21886.20,,3670.00,,14592.40,,3103.40,
713,618.70,2634.06,571.10,,14561.10,,550.00,,1072.50,,1032.00,,1133.00,,40834.80,,2995.70,,24799.10,,40544.90,,910.60,,485.80,,7022.40,,25399.70,,21790.20,,3682.90,,14595.50,,3102.00,
714,618.80,2636.80,570.00,,14523.30,,536.90,,949.60,,1096.00,,1124.50,,38478.50,,3055.90,,24722.80,,42436.00,,900.60,,502.30,,7169.20,,25259.80,,21731.60,,3711.20,,14367.70,,3107.90,
715,618.91,2639.54,571.60,,14678.20,,533.80,,871.30,,1184.20,,1117.50,,36867.30,,3117.90,,24644.40,,42633.20,,881.50,,515.30,,7201.50,,25121.40,,21831.80,,3721.80,,14197.20,,3072.80,
716,619.01,2642.28,570.90,,14993.90,,528.60,,823.10,,1325.60,,1117.80,,35838.40,,3127.10,,24604.60,,40885.40,,855.40,,581.30,,7253.50,,25119.80,,21977.30,,3732.10,,14268.00,,3032.50,
717,619.12,2645.02,565.30,,15607.60,,531.00,,797.90,,1495.10,,1126.80,,35450.40,,3016.60,,24581.90,,39219.20,,861.20,,699.00,,7284.40,,25211.30,,22264.80,,3764.10,,14550.70,,2988.10,
718,619.22,2647.76,571.60,,16601.80,,518.60,,775.70,,1586.20,,1124.10,,35507.30,,2878.30,,24566.50,,38462.40,,839.40,,874.60,,7309.50,,25220.90,,22626.30,,3776.80,,14627.10,,2976.90,
719,619.33,2650.49,568.20,,18410.80,,520.20,,774.30,,1554.70,,1133.70,,36066.90,,2762.00,,24603.40,,38615.60,,829.00,,1055.60,,7319.20,,25100.40,,22841.90,,3813.60,,14361.00,,2961.50,
720,619.43,2653.22,563.60,,22843.10,,519.50,,783.10,,1402.90,,1137.90,,37145.90,,2682.00,,24569.30,,39644.80,,821.20,,1089.20,,7332.30,,24903.50,,22909.20,,3834.00,,14027.90,,2944.90,
721,619.54,2655.95,567.80,,32538.30,,515.90,,821.00,,1255.90,,1133.80,,39382.20,,2630.50,,24576.90,,42310.40,,808.60,,942.70,,7329.30,,24767.90,,22826.20,,3833.40,,13842.20,,2969.00,
722,619.64,2658.68,567.50,,38121.60,,515.90,,873.60,,1151.30,,1143.10,,43326.20,,2590.70,,24549.10,,47650.10,,792.40,,769.00,,7294.90,,24722.30,,22623.90,,3861.00,,13845.90,,2979.50,
723,619.75,2661.40,569.50,,32333.50,,511.50,,869.30,,1088.80,,1145.30,,48671.90,,2564.80,,24585.20,,53517.30,,791.80,,639.00,,7303.20,,24769.10,,22345.00,,3888.00,,13953.80,,2976.60,
724,619.85,2664.13,566.60,,30596.80,,513.50,,808.40,,1052.50,,1160.60,,53506.00,,2557.20,,24725.40,,53734.60,,783.50,,582.80,,7353.50,,24738.40,,22217.90,,3903.70,,13976.70,,2960.90,
